#redshift(0)	 ID(1)	hostHalo(2)	numSubStruct(3)	Mvir(4)	npart(5)	Xc(6)	Yc(7)	Zc(8)	VXc(9)	VYc(10)	VZc(11)	Rvir(12)	Rmax(13)	r2(14)	mbp_offset(15)	com_offset(16)	Vmax(17)	v_esc(18)	sigV(19)	lambda(20)	lambdaE(21)	Lx(22)	Ly(23)	Lz(24)	b(25)	c(26)	Eax(27)	Eay(28)	Eaz(29)	Ebx(30)	Eby(31)	Ebz(32)	Ecx(33)	Ecy(34)	Ecz(35)	ovdens(36)	nbins(37)	fMhires(38)	Ekin(39)	Epot(40)	SurfP(41)	Phi0(42)	cNFW(43)	mbp_Vx(44)	mbp_Vy(45)	mbp_Vz(46)	mbp_x(47)	mbp_y(48)	mbp_z(49)	com_x(50)	com_y(51)	com_z(52)	n_gas(53)	M_gas(54)	lambda_gas(55)	lambdaE_gas(56)	Lx_gas(57)	Ly_gas(58)	Lz_gas(59)	b_gas(60)	c_gas(61)	Eax_gas(62)	Eay_gas(63)	Eaz_gas(64)	Ebx_gas(65)	Eby_gas(66)	Ebz_gas(67)	Ecx_gas(68)	Ecy_gas(69)	Ecz_gas(70)	Ekin_gas(71)	Epot_gas(72)	n_star(73)	M_star(74)	lambda_star(75)	lambdaE_star(76)	Lx_star(77)	Ly_star(78)	Lz_star(79)	b_star(80)	c_star(81)	Eax_star(82)	Eay_star(83)	Eaz_star(84)	Ebx_star(85)	Eby_star(86)	Ebz_star(87)	Ecx_star(88)	Ecy_star(89)	Ecz_star(90)	Ekin_star(91)	Epot_star(92)	
0.322000	         0	        -1	       723	 6.72459e+11	  41843064	  29536.90340171	  30745.92493508	  32189.98920995	  -44.64	   76.78	   95.30	    200.41	     43.31	   0.04608	   1.00772	   3.94616	  181.06	  195.341112	  184.87	  0.016198	    0.019978	      0.1366	      0.3511	     -0.9263	  0.827232	  0.805738	  0.035538	  0.960858	 -0.274753	 -0.719050	  0.215517	  0.660696	  0.694049	  0.174081	  0.698564	  122.42	    43	0.999185	 1.14912e+16	  -2.125e+16	-1.05307e+15	      298712	     14.2329	 -274.05	   63.63	  106.60	       29.536811	       30.745043	       32.190467	       29534.655	       30749.149	       32189.639	   9179168	 5.07651e+10	  0.062918	  0.022543	 -0.028175	  0.102826	 -0.994300	  0.878793	  0.836104	 -0.091129	  0.914231	 -0.394812	  0.988154	  0.132176	  0.077985	 -0.123481	  0.383029	  0.915446	 9.58357e+14	-1.78186e+15	   9012129	  3.7564e+10	  0.008030	  0.005096	  0.027904	 -0.257535	 -0.965866	  0.777928	  0.485537	 -0.099692	  0.947632	 -0.303406	  0.984313	  0.049314	 -0.169398	  0.145565	  0.315534	  0.937683	 8.98083e+14	-3.48193e+15
0.325000	         0	        -1	       724	 6.67851e+11	  41552619	  29538.15034569	  30744.40223884	  32187.71654102	  -45.25	   77.15	   95.04	    200.07	     42.70	   0.04325	   1.82056	   3.03047	  181.31	  195.040594	  184.52	  0.014527	    0.017953	      0.1202	      0.4396	     -0.8901	  0.842922	  0.821510	  0.078629	  0.959111	 -0.271888	 -0.701029	  0.247105	  0.668952	  0.708784	  0.138003	  0.691795	  122.61	    43	0.999181	 1.13688e+16	-2.10699e+16	-1.00448e+15	      296037	      14.394	   79.28	  215.40	  -34.27	       29.536631	       30.745397	       32.187842	       29536.011	       30746.548	       32187.656	   9099084	 5.03568e+10	  0.060918	  0.021899	 -0.041858	  0.114856	 -0.992500	  0.901622	  0.857702	 -0.051532	  0.908868	 -0.413888	  0.987689	  0.107675	  0.113471	 -0.147696	  0.402945	  0.903228	 9.41874e+14	-1.76268e+15	   8963112	 3.73487e+10	  0.007078	  0.004495	 -0.004756	 -0.256665	 -0.966489	  0.853486	  0.609285	  0.831927	  0.479137	 -0.279866	 -0.529387	  0.836486	 -0.141568	  0.166273	  0.265932	  0.949544	 8.83996e+14	-3.44516e+15
0.328000	         0	        -1	       732	 6.64876e+11	  41378839	  29539.35725484	  30742.89053009	  32185.46247239	  -45.61	   77.34	   94.86	    199.89	     43.52	   0.03025	   1.83773	   2.48873	  180.85	  194.897848	  184.27	  0.013611	    0.016837	      0.1085	      0.4993	     -0.8596	  0.851024	  0.830433	  0.112534	  0.956476	 -0.269238	 -0.682635	  0.271313	  0.678526	  0.722042	  0.107435	  0.683457	  122.81	    43	0.999175	  1.1288e+16	-2.09497e+16	-9.71572e+14	      296834	     14.2933	  -47.68	  268.15	   29.87	       29.537526	       30.742818	       32.185603	       29537.295	       30744.281	       32185.557	   9064604	 5.01797e+10	  0.060621	  0.021837	 -0.044849	  0.114472	 -0.992414	  0.906484	  0.861857	 -0.039344	  0.906488	 -0.420395	  0.985805	  0.103937	  0.131857	 -0.163221	  0.409239	  0.897709	 9.34502e+14	-1.75381e+15	   8930888	 3.71951e+10	  0.006986	  0.004437	 -0.006640	 -0.254183	 -0.967133	  0.815665	  0.610740	  0.855329	  0.440498	 -0.272716	 -0.487360	  0.862688	 -0.135088	  0.175763	  0.248456	  0.952563	  8.8512e+14	-3.43191e+15
0.331000	         0	        -1	       729	 6.62523e+11	  41238244	  29540.34508900	  30741.31632985	  32183.27473043	  -45.86	   77.44	   94.73	    199.77	     42.74	   0.04902	   0.60097	   2.01199	  181.04	  194.815413	  183.70	  0.013020	    0.016114	     0.09758	      0.5431	     -0.8339	  0.855336	  0.836136	  0.139608	  0.953780	 -0.266109	 -0.659478	  0.290026	  0.693522	  0.738646	  0.078672	  0.669487	  123.00	    43	0.999168	 1.11789e+16	-2.08085e+16	-9.56767e+14	      296886	     14.3761	 -137.25	   -6.95	  177.78	       29.540682	       30.741259	       32.183769	       29538.526	       30742.164	       32183.415	   9041798	 5.00656e+10	  0.060511	  0.021991	 -0.047242	  0.112592	 -0.992518	  0.908503	  0.862986	 -0.033655	  0.905145	 -0.423769	  0.983624	  0.105116	  0.146404	 -0.177062	  0.411902	  0.893860	 9.05481e+14	-1.73573e+15	   8896985	 3.70282e+10	  0.006883	  0.004363	 -0.004848	 -0.253842	 -0.967234	  0.806370	  0.613370	  0.856527	  0.438104	 -0.272811	 -0.482008	  0.867987	 -0.119439	  0.184469	  0.233800	  0.954625	 8.75156e+14	-3.40179e+15
0.333000	         0	        -1	       728	 6.60512e+11	  41112892	  29541.42865789	  30739.43737806	  32181.14273537	  -46.06	   77.49	   94.64	    199.69	     42.98	   0.08617	   2.64992	   1.79695	  180.79	  194.766448	  183.12	  0.012639	    0.015640	      0.0912	      0.5773	     -0.8114	  0.858113	  0.840204	  0.164282	  0.950852	 -0.262472	 -0.637214	  0.305415	  0.707587	  0.752974	  0.051007	  0.656071	  123.20	    43	0.999161	 1.10747e+16	-2.06669e+16	-9.39313e+14	      295480	     14.3127	  -45.95	 -140.77	  154.82	       29.543992	       30.739245	         32.1805	       29539.746	       30740.055	       32181.265	   9019828	 4.99576e+10	  0.060424	  0.022048	 -0.048309	  0.111681	 -0.992569	  0.910406	  0.863723	 -0.028695	  0.903673	 -0.427262	  0.981300	  0.106856	  0.160099	 -0.190332	  0.414678	  0.889840	 8.82938e+14	-1.71696e+15	   8863986	 3.68632e+10	  0.006760	  0.004275	 -0.005130	 -0.253857	 -0.967228	  0.802763	  0.616966	  0.860184	  0.432167	 -0.270767	 -0.472073	  0.875624	 -0.102130	  0.192952	  0.215672	  0.957212	 8.60572e+14	-3.36567e+15
0.336000	         0	        -1	       720	  6.5872e+11	  40997525	  29542.70584231	  30737.71052337	  32178.90299534	  -46.16	   77.50	   94.55	    199.63	     43.88	   0.03852	   3.27997	   1.76347	  180.26	  194.739232	  182.42	  0.012392	    0.015323	     0.08413	      0.6022	     -0.7939	  0.859560	  0.842865	  0.185257	  0.948391	 -0.257361	 -0.627750	  0.315706	  0.711519	  0.756048	  0.029745	  0.653840	  123.39	    43	0.999164	 1.09605e+16	-2.05095e+16	-9.34372e+14	      290090	     14.1582	  173.34	  114.87	   34.67	       29.541324	       30.740626	       32.179495	        29540.98	       30738.039	       32179.061	   8992243	 4.98137e+10	  0.060401	  0.022104	 -0.048721	  0.110465	 -0.992685	  0.911463	  0.863776	 -0.027397	  0.902060	 -0.430740	  0.979383	  0.110498	  0.169111	 -0.200144	  0.417227	  0.886490	 8.53371e+14	-1.68971e+15	   8837734	 3.67354e+10	  0.006687	  0.004215	 -0.004556	 -0.254299	 -0.967115	  0.800439	  0.620265	  0.866125	  0.423113	 -0.266089	 -0.457165	  0.885819	 -0.079525	  0.202058	  0.190525	  0.960663	  8.3306e+14	-3.31431e+15
0.339000	         0	        -1	       733	 6.57095e+11	  40889082	  29543.88566671	  30735.93899256	  32176.66437350	  -46.30	   77.48	   94.47	    199.58	     43.69	   0.08869	   1.34734	   1.70216	  180.20	  194.728701	  182.42	  0.012198	    0.015086	     0.07858	      0.6231	     -0.7782	  0.860251	  0.844999	  0.203091	  0.945822	 -0.253328	 -0.616105	  0.324522	  0.717705	  0.761032	  0.010317	  0.648633	  123.59	    43	0.999171	 1.09326e+16	-2.04602e+16	-9.24706e+14	      292314	     14.1433	   16.94	  243.24	   61.21	       29.542655	       30.736481	       32.176584	       29542.197	       30736.069	       32176.835	   8961485	 4.96422e+10	  0.060436	  0.022106	 -0.049402	  0.109370	 -0.992773	  0.912717	  0.863642	 -0.026004	  0.900581	 -0.433909	  0.977557	  0.113683	  0.177364	 -0.209059	  0.419559	  0.883326	 8.56487e+14	-1.68989e+15	   8814972	 3.66383e+10	  0.006631	  0.004181	 -0.006766	 -0.254366	 -0.967084	  0.798172	  0.622387	  0.870047	  0.418508	 -0.260518	 -0.445129	  0.894050	 -0.050345	  0.211847	  0.159766	  0.964155	 8.51485e+14	-3.32784e+15
0.342000	         0	        -1	       743	 6.55477e+11	  40781986	  29545.19201646	  30734.13840161	  32174.38820812	  -46.35	   77.41	   94.42	    199.54	     44.82	   0.09075	   2.18958	   1.78239	  179.57	  194.718421	  182.25	  0.012066	    0.014930	     0.07142	      0.6385	     -0.7663	  0.860489	  0.846752	  0.219403	  0.942943	 -0.250441	 -0.602693	  0.332854	  0.725238	  0.767218	 -0.008180	  0.641334	  123.79	    43	0.999170	 1.08856e+16	-2.03972e+16	-9.12787e+14	      294574	     13.9516	 -318.36	    9.79	   64.41	       29.545147	       30.731961	        32.17461	       29543.421	       30734.124	       32174.592	   8936168	 4.95044e+10	  0.060464	  0.022184	 -0.049697	  0.108496	 -0.992854	  0.914025	  0.863482	 -0.023539	  0.898959	 -0.437400	  0.975799	  0.115804	  0.185490	 -0.217401	  0.422448	  0.879929	 8.60914e+14	-1.69729e+15	   8788329	 3.65195e+10	  0.006605	  0.004164	 -0.008667	 -0.256825	 -0.966419	  0.797793	  0.623565	  0.870354	  0.421950	 -0.253852	 -0.440007	  0.897848	 -0.016208	  0.221082	  0.125804	  0.967107	 8.50467e+14	-3.31981e+15
0.345000	         0	        -1	       745	 6.53894e+11	  40676366	  29546.54363144	  30732.24986309	  32172.08959644	  -46.44	   77.33	   94.37	    199.50	     44.88	   0.03687	   2.20448	   1.93354	  179.33	  194.711995	  182.19	  0.011992	    0.014837	     0.06632	      0.6524	      -0.755	  0.860374	  0.847685	  0.236224	  0.940294	 -0.245042	 -0.598888	  0.339474	  0.725321	  0.765200	 -0.024585	  0.643323	  123.98	    43	0.999172	 1.08519e+16	-2.03387e+16	-9.09298e+14	      293877	     13.8792	   74.72	   18.12	  152.51	       29.547014	       30.734106	       32.170998	       29544.623	       30732.178	       32172.304	   8912002	 4.93834e+10	  0.060527	  0.022203	 -0.049764	  0.107741	 -0.992933	  0.915630	  0.863547	 -0.019558	  0.897034	 -0.441528	  0.973855	  0.117061	  0.194689	 -0.226328	  0.426177	  0.875870	 8.66065e+14	-1.70002e+15	   8760648	 3.63851e+10	  0.006563	  0.004135	 -0.009743	 -0.257853	 -0.966135	  0.799709	  0.624296	  0.868598	  0.430343	 -0.245647	 -0.439699	  0.897958	  0.018349	  0.228476	  0.092073	  0.969186	 8.57544e+14	-3.31762e+15
0.348000	         0	        -1	       733	 6.52419e+11	  40574180	  29548.10182638	  30730.54130764	  32169.72913908	  -46.45	   77.22	   94.33	    199.46	     46.87	   0.02758	   0.73044	   2.25622	  178.35	  194.716707	  181.79	  0.011969	    0.014788	     0.06034	      0.6658	     -0.7437	  0.859945	  0.848803	  0.250924	  0.938212	 -0.238320	 -0.593586	  0.343608	  0.727729	  0.764652	 -0.041141	  0.643129	  124.18	    43	0.999171	 1.07801e+16	-2.02204e+16	-9.03241e+14	      291320	     13.5822	   48.55	 -149.88	  168.07	       29.548641	       30.731009	       32.169882	       29545.875	       30730.291	       32169.993	   8885463	 4.92449e+10	  0.060569	  0.022145	 -0.049061	  0.106677	 -0.993083	  0.916542	  0.863330	 -0.016122	  0.895106	 -0.445562	  0.972266	  0.118020	  0.201915	 -0.233320	  0.429949	  0.872184	 8.61144e+14	-1.68782e+15	   8733887	  3.6256e+10	  0.006549	  0.004112	 -0.013777	 -0.255876	 -0.966611	  0.804435	  0.624363	  0.863878	  0.444912	 -0.236154	 -0.446842	  0.893304	  0.048379	  0.232482	  0.063730	  0.970511	 8.33643e+14	-3.27183e+15
0.351000	         0	        -1	       723	 6.50874e+11	  40469708	  29549.52287473	  30728.84167918	  32167.41443273	  -46.49	   77.11	   94.33	    199.42	     47.80	   0.08967	   0.52255	   2.44466	  177.78	  194.714511	  181.93	  0.011936	    0.014731	     0.05844	      0.6768	     -0.7338	  0.859247	  0.850494	  0.261157	  0.937305	 -0.230775	 -0.581379	  0.343576	  0.737532	  0.770581	 -0.058444	  0.634657	  124.38	    43	0.999170	 1.07715e+16	-2.01683e+16	-9.00012e+14	      294774	     13.4091	 -153.12	 -109.86	  414.31	       29.549984	       30.728674	       32.167593	       29547.127	       30728.435	       32167.679	   8857776	 4.90875e+10	  0.060683	  0.022021	 -0.048710	  0.105036	 -0.993275	  0.917355	  0.862967	 -0.012388	  0.893665	 -0.448564	  0.970929	  0.117995	  0.208264	 -0.239046	  0.432944	  0.869147	  8.7287e+14	-1.68528e+15	   8709063	 3.61516e+10	  0.006525	  0.004093	 -0.015759	 -0.255507	 -0.966679	  0.808903	  0.623281	  0.857753	  0.462416	 -0.224571	 -0.457947	  0.885821	  0.074864	  0.233548	  0.038627	  0.971578	 8.44047e+14	-3.27154e+15
0.353000	         0	        -1	       692	 6.48797e+11	  40341647	  29550.99167822	  30727.06182632	  32165.07568663	  -46.55	   76.95	   94.35	    199.33	     49.50	   0.08909	   0.61601	   2.59210	  176.93	  194.659772	  182.00	  0.011891	    0.014658	     0.06853	      0.6867	     -0.7237	  0.859783	  0.854205	  0.265223	  0.939097	 -0.218525	 -0.551089	  0.333620	  0.764852	  0.791175	 -0.082430	  0.606010	  124.57	    43	0.999162	 1.07452e+16	-2.00846e+16	-8.88837e+14	      291980	     13.1718	 -122.22	  323.92	   21.53	       29.550433	       30.726961	       32.165315	       29548.442	       30726.659	        32165.31	   8836214	 4.89804e+10	  0.060872	  0.021881	 -0.048686	  0.102882	 -0.993501	  0.918020	  0.862507	 -0.006384	  0.892440	 -0.451121	  0.969336	  0.116347	  0.216449	 -0.245654	  0.435906	  0.865818	 8.89854e+14	-1.68397e+15	   8675486	 3.59829e+10	  0.006461	  0.004047	 -0.015816	 -0.253910	 -0.967099	  0.812865	  0.621869	  0.846270	  0.488946	 -0.211565	 -0.478983	  0.872149	  0.099660	  0.233244	  0.016996	  0.972270	 8.36379e+14	-3.24738e+15
0.356000	         0	        -1	       683	 6.46274e+11	  40194692	  29552.43773843	  30725.24003486	  32162.74597203	  -46.61	   76.73	   94.42	    199.19	     50.84	   0.04038	   1.72736	   2.68150	  176.28	  194.560093	  181.62	  0.011909	    0.014671	     0.06874	      0.7018	      -0.709	  0.860569	  0.859095	  0.269755	  0.941074	 -0.203988	 -0.392505	  0.300905	  0.869135	  0.879302	 -0.154388	  0.450547	  124.77	    43	0.999160	 1.06594e+16	-1.99414e+16	-8.77202e+14	      286849	     13.0025	  121.44	  184.37	   56.67	       29.550894	       30.725999	       32.162908	       29549.778	       30724.938	       32162.898	   8807161	 4.88271e+10	  0.061175	  0.021891	 -0.048823	  0.100737	 -0.993714	  0.918458	  0.862126	  0.000117	  0.891864	 -0.452304	  0.967835	  0.113692	  0.224431	 -0.251585	  0.437782	  0.863164	 8.82853e+14	-1.66599e+15	   8648357	 3.58554e+10	  0.006371	  0.003984	 -0.018530	 -0.253730	 -0.967098	  0.822616	  0.623562	  0.835937	  0.513655	 -0.193305	 -0.499807	  0.857993	  0.118492	  0.226718	 -0.002437	  0.973957	  8.0382e+14	-3.19505e+15
0.359000	         0	        -1	       723	 6.43703e+11	  40042395	  29553.98769568	  30723.46885616	  32160.39032361	  -46.63	   76.48	   94.49	    199.04	     53.43	   0.07059	   0.40661	   2.84221	  175.24	  194.454868	  181.44	  0.011919	    0.014685	     0.07235	      0.7275	     -0.6823	  0.865079	  0.861810	  0.268455	  0.945409	 -0.184752	  0.767697	 -0.094123	  0.633863	  0.581870	 -0.311998	 -0.751056	  124.97	    43	0.999161	 1.05952e+16	-1.98316e+16	-8.72515e+14	      285026	     12.7234	  -89.95	 -108.41	  -13.11	       29.554244	       30.723227	       32.160187	       29551.154	       30723.255	       32160.423	   8779349	 4.86738e+10	  0.061467	  0.022120	 -0.049553	  0.098866	 -0.993866	  0.918401	  0.861766	  0.003926	  0.891886	 -0.452242	  0.966717	  0.112308	  0.229880	 -0.255817	  0.438093	  0.861761	 8.62821e+14	-1.65083e+15	   8615797	 3.57075e+10	  0.006227	  0.003889	 -0.024091	 -0.244335	 -0.969392	  0.854074	  0.640361	  0.871832	  0.464952	 -0.154042	 -0.446424	  0.883696	  0.140667	  0.201530	 -0.053870	  0.978000	 7.94334e+14	-3.16826e+15
0.362000	         0	        -1	       709	 6.41725e+11	  39918311	  29555.43409331	  30721.83142584	  32157.96971078	  -46.67	   76.34	   94.49	    198.95	     55.11	   0.06356	   1.11127	   2.97519	  174.55	  194.408606	  181.62	  0.011951	    0.014750	     0.06693	      0.7464	     -0.6621	  0.868829	  0.862084	  0.270305	  0.947721	 -0.169591	  0.759356	 -0.101572	  0.642698	  0.591873	 -0.302504	 -0.747113	  125.17	    43	0.999164	 1.05841e+16	-1.98199e+16	 -8.7703e+14	      288532	     12.5324	 -228.32	  -53.15	  272.38	       29.556064	       30.720928	       32.158116	       29552.474	       30721.533	       32157.996	   8755474	 4.85275e+10	  0.061612	  0.022492	 -0.050854	  0.097456	 -0.993940	  0.918080	  0.861521	  0.003226	  0.892627	 -0.450784	  0.966149	  0.113506	  0.231674	 -0.257965	  0.436272	  0.862044	 8.55378e+14	 -1.6634e+15	   8584713	 3.55836e+10	  0.006127	  0.003836	 -0.029433	 -0.237976	 -0.970825	  0.871361	  0.643553	  0.864540	  0.486554	 -0.125842	 -0.468753	  0.870979	  0.147193	  0.181223	 -0.068265	  0.981070	 8.17085e+14	-3.19383e+15
0.365000	         0	        -1	       701	 6.39835e+11	  39796358	  29556.85476465	  30720.12394040	  32155.57000967	  -46.67	   76.19	   94.46	    198.87	     56.84	   0.04593	   1.26127	   3.09264	  173.95	  194.371413	  181.66	  0.012004	    0.014817	     0.06093	      0.7569	     -0.6507	  0.872145	  0.862261	  0.273506	  0.949338	 -0.154762	  0.748361	 -0.108942	  0.654284	  0.604277	 -0.294768	 -0.740244	  125.37	    43	0.999163	 1.05577e+16	-1.97648e+16	-8.88979e+14	      290212	     12.3667	 -199.68	  221.67	  156.37	       29.555866	       30.719368	       32.155774	       29553.782	       30719.775	       32155.588	   8742948	 4.84615e+10	  0.061662	  0.022620	 -0.052173	  0.095626	 -0.994049	  0.918420	  0.862029	 -0.003087	  0.893709	 -0.448636	  0.966305	  0.118138	  0.228689	 -0.257382	  0.432813	  0.863960	 8.62276e+14	-1.67552e+15	   8540469	 3.53695e+10	  0.005990	  0.003749	 -0.034414	 -0.235807	 -0.971190	  0.883677	  0.641641	  0.856139	  0.508564	 -0.091595	 -0.492535	  0.856725	  0.153075	  0.156320	 -0.085940	  0.983961	 8.13638e+14	-3.18081e+15
0.368000	         0	        -1	       712	 6.37904e+11	  39666396	  29558.26051996	  30718.49463325	  32153.12324053	  -46.73	   76.07	   94.44	    198.79	     39.23	   0.07316	   1.42227	   3.18677	  180.48	  194.330163	  181.51	  0.012026	    0.014834	     0.05483	      0.7681	      -0.638	  0.875744	  0.863071	  0.276585	  0.951204	 -0.136792	  0.749715	 -0.124530	  0.649938	  0.601189	 -0.282318	 -0.747575	  125.57	    43	0.999158	 1.05082e+16	-1.96718e+16	-9.12988e+14	      288733	     14.3425	 -293.82	   15.14	   28.91	        29.55811	       30.717108	       32.153403	       29555.104	       30718.055	        32153.16	   8719924	 4.83494e+10	  0.061680	  0.022723	 -0.053950	  0.094276	 -0.994083	  0.920776	  0.864571	 -0.024743	  0.895624	 -0.444123	  0.965557	  0.136514	  0.221504	 -0.259013	  0.423345	  0.868154	 8.54141e+14	-1.67146e+15	   8498740	 3.51608e+10	  0.005869	  0.003664	 -0.036667	 -0.230465	 -0.972389	  0.904549	  0.627970	  0.908539	  0.417428	 -0.017612	 -0.405760	  0.891619	  0.200933	  0.099579	 -0.175409	  0.979447	 8.03597e+14	-3.15059e+15
0.371000	         0	        -1	       691	 6.36278e+11	  39557228	  29559.57429095	  30716.95786332	  32150.61696519	  -46.78	   75.96	   94.40	    198.74	     38.78	   0.07801	   2.15439	   3.24184	  180.67	  194.320212	  181.50	  0.012068	    0.014873	     0.05362	      0.7727	     -0.6325	  0.877656	  0.862683	  0.279151	  0.952037	 -0.125298	  0.742334	 -0.131187	  0.657062	  0.609110	 -0.276433	 -0.743351	  125.77	    43	0.999152	 1.04803e+16	-1.96039e+16	-9.46686e+14	      287978	     14.4052	 -165.06	  -83.93	  257.93	       29.561314	       30.715696	        32.15047	       29556.401	       30716.311	       32150.754	   8701118	 4.82503e+10	  0.061732	  0.022764	 -0.055452	  0.091446	 -0.994265	  0.920568	  0.864370	 -0.029400	  0.897456	 -0.440122	  0.966844	  0.137274	  0.215332	 -0.253669	  0.419199	  0.871736	 8.51298e+14	-1.66807e+15	   8463283	 3.49897e+10	  0.005773	  0.003596	 -0.035780	 -0.228362	 -0.972919	  0.911291	  0.619455	  0.878804	  0.476750	  0.020295	 -0.471219	  0.860336	  0.194358	  0.075200	 -0.180366	  0.980721	 8.05439e+14	-3.13569e+15
0.374000	         0	        -1	       695	 6.34734e+11	  39453360	  29560.72883063	  30715.25815045	  32148.16561362	  -46.86	   75.89	   94.29	    198.69	     38.09	   0.10463	   0.50478	   3.12789	  181.04	  194.318205	  181.35	  0.012133	    0.014949	     0.05342	      0.7716	     -0.6338	  0.878077	  0.861810	  0.279598	  0.952497	 -0.120725	  0.723197	 -0.126227	  0.679009	  0.631515	 -0.277158	 -0.724136	  125.96	    43	0.999145	 1.04379e+16	-1.95338e+16	-9.58076e+14	      286997	     14.5194	   34.58	 -141.41	  345.64	       29.561058	       30.715324	       32.148542	       29557.698	       30714.519	       32148.393	   8688729	  4.8194e+10	  0.061689	  0.022872	 -0.057018	  0.088815	 -0.994415	  0.920034	  0.863697	 -0.031471	  0.899245	 -0.436312	  0.968452	  0.135400	  0.209208	 -0.247206	  0.415963	  0.875137	 8.47919e+14	-1.67157e+15	   8423930	 3.47893e+10	  0.005675	  0.003527	 -0.036666	 -0.225134	 -0.973638	  0.910550	  0.613542	  0.822545	  0.566777	  0.046740	 -0.565658	  0.806887	  0.170188	  0.058745	 -0.166426	  0.984302	 7.97571e+14	-3.11174e+15
0.377000	         0	        -1	       687	 6.33402e+11	  39359127	  29561.92668427	  30713.55283446	  32145.66037325	  -46.94	   75.79	   94.18	    198.67	     40.03	   0.02160	   1.53218	   3.09517	  179.95	  194.338503	  181.02	  0.012149	    0.014944	      0.0501	      0.7754	     -0.6295	  0.878447	  0.860528	  0.285581	  0.951533	 -0.114141	  0.709240	 -0.129742	  0.692925	  0.644532	 -0.278840	 -0.711917	  126.16	    43	0.999139	 1.03781e+16	-1.94271e+16	-9.62235e+14	      287263	     14.1747	   86.10	 -141.55	  212.74	       29.562948	       30.714258	       32.144762	       29558.968	       30712.717	       32146.016	   8669478	 4.81003e+10	  0.061700	  0.022778	 -0.058339	  0.086076	 -0.994579	  0.919151	  0.862757	 -0.034136	  0.900815	 -0.432859	  0.969979	  0.134207	  0.202802	 -0.240779	  0.412941	  0.878354	 8.43653e+14	 -1.6587e+15	   8392631	 3.46304e+10	  0.005581	  0.003456	 -0.039556	 -0.224085	 -0.973767	  0.905618	  0.607766	  0.755844	  0.651591	  0.064257	 -0.653483	  0.744629	  0.135972	  0.040751	 -0.144765	  0.988627	 7.75711e+14	   -3.07e+15
0.380000	         0	        -1	       675	 6.32133e+11	  39267204	  29563.06093631	  30711.79887142	  32143.18138735	  -47.03	   75.70	   94.05	    198.65	     37.78	   0.07581	   0.30792	   2.99502	  181.12	  194.365736	  180.78	  0.012165	    0.014941	      0.0503	      0.7776	     -0.6267	  0.878244	  0.858538	  0.289825	  0.950666	 -0.110618	  0.696708	 -0.130321	  0.705418	  0.656201	 -0.281516	 -0.700107	  126.36	    43	0.999135	 1.03293e+16	-1.93352e+16	-9.65404e+14	      284623	     14.5313	 -178.26	   51.71	  109.61	       29.563075	       30.711501	       32.143257	       29560.249	       30710.876	       32143.643	   8645536	 4.79697e+10	  0.061747	  0.022739	 -0.059480	  0.083141	 -0.994761	  0.918194	  0.861750	 -0.038573	  0.902441	 -0.429082	  0.971655	  0.134099	  0.194687	 -0.233233	  0.409410	  0.882035	 8.33316e+14	-1.64294e+15	   8365732	  3.4506e+10	  0.005505	  0.003398	 -0.042746	 -0.219918	 -0.974581	  0.895843	  0.600747	  0.697646	  0.712731	  0.072832	 -0.716095	  0.690530	  0.101864	  0.022309	 -0.123220	  0.992129	 7.65227e+14	-3.03942e+15
0.383000	         0	        -1	       685	 6.30804e+11	  39173028	  29564.16421333	  30709.90756083	  32140.78720448	  -47.17	   75.61	   93.92	    198.63	     37.66	   0.05151	   0.08231	   2.81712	  181.16	  194.386875	  180.84	  0.012162	    0.014915	     0.05132	      0.7764	     -0.6281	  0.877997	  0.856090	  0.291499	  0.950255	 -0.109746	  0.681802	 -0.125925	  0.720617	  0.670950	 -0.284884	 -0.684593	  126.56	    43	0.999129	 1.03152e+16	-1.92767e+16	-9.59394e+14	      283896	      14.538	  -88.79	  108.29	   56.80	       29.564091	       30.709909	        32.14075	       29561.541	        30709.01	       32141.286	   8625352	 4.78672e+10	  0.061788	  0.022579	 -0.060481	  0.079917	 -0.994965	  0.917472	  0.860622	 -0.044401	  0.904048	 -0.425119	  0.973470	  0.134766	  0.184917	 -0.224465	  0.405630	  0.886047	 8.43995e+14	-1.63971e+15	   8335278	 3.43551e+10	  0.005417	  0.003336	 -0.045240	 -0.213301	 -0.975939	  0.883299	  0.594265	  0.645728	  0.759884	  0.074912	  0.763564	 -0.642319	 -0.066305	  0.002267	 -0.100015	  0.994983	 7.64827e+14	-3.02427e+15
