#redshift(0)	 ID(1)	hostHalo(2)	numSubStruct(3)	Mvir(4)	npart(5)	Xc(6)	Yc(7)	Zc(8)	VXc(9)	VYc(10)	VZc(11)	Rvir(12)	Rmax(13)	r2(14)	mbp_offset(15)	com_offset(16)	Vmax(17)	v_esc(18)	sigV(19)	lambda(20)	lambdaE(21)	Lx(22)	Ly(23)	Lz(24)	b(25)	c(26)	Eax(27)	Eay(28)	Eaz(29)	Ebx(30)	Eby(31)	Ebz(32)	Ecx(33)	Ecy(34)	Ecz(35)	ovdens(36)	nbins(37)	fMhires(38)	Ekin(39)	Epot(40)	SurfP(41)	Phi0(42)	cNFW(43)	mbp_Vx(44)	mbp_Vy(45)	mbp_Vz(46)	mbp_x(47)	mbp_y(48)	mbp_z(49)	com_x(50)	com_y(51)	com_z(52)	n_gas(53)	M_gas(54)	lambda_gas(55)	lambdaE_gas(56)	Lx_gas(57)	Ly_gas(58)	Lz_gas(59)	b_gas(60)	c_gas(61)	Eax_gas(62)	Eay_gas(63)	Eaz_gas(64)	Ebx_gas(65)	Eby_gas(66)	Ebz_gas(67)	Ecx_gas(68)	Ecy_gas(69)	Ecz_gas(70)	Ekin_gas(71)	Epot_gas(72)	n_star(73)	M_star(74)	lambda_star(75)	lambdaE_star(76)	Lx_star(77)	Ly_star(78)	Lz_star(79)	b_star(80)	c_star(81)	Eax_star(82)	Eay_star(83)	Eaz_star(84)	Ebx_star(85)	Eby_star(86)	Ebz_star(87)	Ecx_star(88)	Ecy_star(89)	Ecz_star(90)	Ekin_star(91)	Epot_star(92)	
2.671000	         0	        -1	       150	 1.09281e+11	   6555253	  30179.58803203	  29658.27379735	  31335.28836162	  -45.28	   61.66	   66.77	    123.67	     87.86	   5.13268	   0.10083	   7.31008	  121.48	  167.037911	  127.99	  0.050859	    0.042944	     -0.2553	      -0.125	     -0.9587	  0.855836	  0.699348	  0.177812	  0.963483	 -0.200209	  0.848103	 -0.046852	  0.527756	 -0.499104	  0.263639	  0.825463	  173.34	    38	1.000000	  8.9507e+14	-1.43851e+15	-2.01611e+14	     51706.7	     3.82624	 -145.19	  177.80	    9.78	        30.17959	       29.658306	       31.335193	       30184.615	       29663.018	       31332.909	   2366596	 1.19368e+10	  0.067974	  0.025697	 -0.445008	 -0.532535	 -0.719982	  0.765650	  0.738243	  0.259075	  0.929766	 -0.261563	  0.605866	  0.054463	  0.793700	  0.752201	 -0.364100	 -0.549204	  7.0938e+13	-1.79871e+14	    293201	 1.13819e+09	  0.041276	  0.005978	 -0.332659	 -0.251604	 -0.908864	  0.654167	  0.434292	  0.113101	  0.895846	 -0.429731	  0.990674	 -0.068604	  0.117719	 -0.075977	  0.439037	  0.895251	 6.00095e+12	-2.19905e+13
2.692000	         0	        -1	       153	 1.08959e+11	   6542487	  30183.04175622	  29651.29050781	  31332.42786397	  -45.50	   61.31	   66.52	    123.56	     84.76	  11.30262	   0.08277	   9.19663	  121.81	  167.347606	  127.43	  0.052561	    0.044119	     -0.2515	     -0.1378	      -0.958	  0.838434	  0.690092	  0.156465	  0.965571	 -0.207826	  0.844470	 -0.021654	  0.535165	 -0.512240	  0.259237	  0.818783	  173.41	    38	1.000000	 8.84619e+14	-1.42209e+15	-2.05585e+14	     49893.7	     3.86057	 -123.03	  170.64	  -18.19	        30.18308	       29.651227	       31.332464	       30187.333	       29658.759	       31329.205	   2379313	 1.19956e+10	  0.067159	  0.025981	 -0.431436	 -0.517341	 -0.739068	  0.755673	  0.725500	  0.232527	  0.931257	 -0.280521	  0.528688	  0.121065	  0.840138	  0.816346	 -0.343663	 -0.464193	 6.11204e+13	-1.75289e+14	    280999	 1.08494e+09	  0.045384	  0.006245	 -0.349053	 -0.240440	 -0.905732	  0.637562	  0.421130	  0.121473	  0.905148	 -0.407372	  0.990969	 -0.087110	  0.101942	 -0.056787	  0.416076	  0.907555	  5.3189e+12	-1.97654e+13
2.714000	         0	        -1	       149	 1.09035e+11	   6538091	  30171.24612612	  29653.35908560	  31328.40918909	  -45.55	   61.77	   66.08	    123.61	     89.73	  18.89324	   0.06639	  16.44765	  121.20	  167.871082	  127.60	  0.055019	    0.043254	     -0.2174	     -0.1081	     -0.9701	  0.877477	  0.706568	  0.235321	  0.947355	 -0.217121	  0.909580	 -0.135945	  0.392661	 -0.342473	  0.289891	  0.893687	  173.49	    38	1.000000	 8.87582e+14	-1.36234e+15	-2.23974e+14	     43929.9	     3.53375	    3.84	   35.65	   46.58	       30.171207	       29.653385	       31.328362	       30186.504	       29658.056	        31324.45	   2373422	 1.19648e+10	  0.075399	  0.027863	 -0.476010	 -0.564503	 -0.674352	  0.813088	  0.747233	  0.404782	  0.859352	 -0.312514	  0.743529	 -0.508257	 -0.434557	  0.532275	  0.056462	  0.844687	 5.60721e+13	-1.60967e+14	    277576	 1.07006e+09	  0.062315	  0.008069	 -0.275498	 -0.154035	 -0.948880	  0.713281	  0.412390	  0.445623	  0.809096	 -0.383124	  0.894982	 -0.392764	  0.211527	 -0.020669	  0.437150	  0.899151	 4.72948e+12	-1.76093e+13
2.737000	         0	        -1	       149	 1.08926e+11	   6536189	  30171.18027500	  29649.28692604	  31325.51099402	  -45.78	   61.93	   65.63	    123.59	     89.09	   9.43655	   0.10381	  18.65834	  121.35	  168.305704	  128.39	  0.055813	    0.042640	     -0.2283	    -0.09847	     -0.9686	  0.879255	  0.709895	  0.244497	  0.942908	 -0.226156	  0.922131	 -0.153984	  0.354913	 -0.299826	  0.295320	  0.907133	  173.56	    38	1.000000	 8.97829e+14	-1.34804e+15	-2.33048e+14	     43442.8	      3.4763	   -9.90	   59.77	   28.35	       30.171211	        29.64938	       31.325476	       30188.299	       29654.825	        31320.57	   2377194	 1.19832e+10	  0.074860	  0.027134	 -0.498138	 -0.549699	 -0.670589	  0.825992	  0.742619	  0.416442	  0.842625	 -0.341409	  0.704751	 -0.536424	 -0.464300	  0.574371	  0.047254	  0.817230	 5.53274e+13	-1.56665e+14	    277018	 1.06945e+09	  0.065211	  0.008349	 -0.292663	 -0.097985	 -0.951182	  0.685133	  0.392675	  0.537321	  0.767246	 -0.350170	  0.843163	 -0.479330	  0.243554	 -0.019019	  0.426117	  0.904468	 4.42764e+12	-1.70721e+13
2.759000	         0	        -1	       149	 1.08593e+11	   6527239	  30171.88330820	  29644.81387563	  31322.62628411	  -46.05	   62.10	   65.22	    123.48	     87.58	  95.51488	   0.12910	  20.37439	  121.56	  168.631070	  129.74	  0.055715	    0.041305	     -0.2502	    -0.08548	     -0.9644	  0.878188	  0.715655	  0.247401	  0.939914	 -0.235277	  0.931353	 -0.163738	  0.325224	 -0.267159	  0.299587	  0.915901	  173.63	    38	1.000000	 9.13958e+14	-1.33823e+15	 -2.3911e+14	     42929.3	     3.47107	  -50.99	   63.25	   39.24	       30.171772	        29.64479	       31.322565	       30190.297	       29651.281	       31316.775	   2383090	 1.20125e+10	  0.072101	  0.025477	 -0.532340	 -0.525134	 -0.663964	  0.835900	  0.741850	  0.404874	  0.838753	 -0.364103	  0.665260	 -0.543391	 -0.512011	  0.627301	  0.034923	  0.777993	 5.76883e+13	-1.54067e+14	    276941	 1.07177e+09	  0.066226	  0.008419	 -0.324344	 -0.041177	 -0.945043	  0.647398	  0.370864	  0.583332	  0.745820	 -0.321676	  0.811927	 -0.524540	  0.256189	 -0.022339	  0.410621	  0.911532	 4.31661e+12	-1.67918e+13
2.782000	         0	        -1	       141	 1.08236e+11	   6521525	  30173.53014844	  29640.17272428	  31319.78629803	  -46.32	   62.05	   65.07	    123.37	     86.10	 123.11242	   0.10394	  21.62888	  121.83	  168.953861	  131.44	  0.056350	    0.040625	     -0.2709	     -0.0843	     -0.9589	  0.875156	  0.721469	  0.259742	  0.936888	 -0.234041	  0.934549	 -0.182835	  0.305270	 -0.243213	  0.298015	  0.923057	  173.70	    38	1.000000	  9.3496e+14	-1.33634e+15	-2.40788e+14	     42880.7	     3.48451	  -65.78	   29.49	   88.25	       30.173482	       29.640194	       31.319876	       30192.666	       29647.715	       31313.096	   2394551	 1.20694e+10	  0.069044	  0.023641	 -0.568570	 -0.488951	 -0.661555	  0.838293	  0.738128	  0.378103	  0.847384	 -0.372799	 -0.616107	  0.530893	  0.581863	  0.690978	  0.009680	  0.722811	 6.28237e+13	-1.53363e+14	    276557	  1.0728e+09	  0.065698	  0.008296	 -0.367019	  0.012364	 -0.930131	  0.607683	  0.349452	  0.593846	  0.745653	 -0.302238	  0.804161	 -0.537962	  0.252829	 -0.025930	  0.393190	  0.919092	 4.34985e+12	-1.66634e+13
2.805000	         0	        -1	       141	 1.07892e+11	   6522182	  30176.24922734	  29635.11666451	  31316.99990463	  -46.52	   61.74	   65.02	    123.25	     85.77	  34.76074	   0.08231	  22.35339	  122.37	  169.295092	  133.51	  0.057443	    0.040361	     -0.2853	    -0.08418	     -0.9547	  0.868036	  0.725345	  0.272834	  0.933736	 -0.231729	  0.934039	 -0.199378	  0.296342	 -0.230504	  0.297296	  0.926544	  173.77	    38	1.000000	 9.61645e+14	-1.34313e+15	-2.34437e+14	     43374.3	     3.59046	  -54.63	   78.57	   58.75	       30.176289	       29.635118	       31.317072	       30195.362	       29644.014	        31309.57	   2413638	 1.21644e+10	  0.068232	  0.022360	 -0.586415	 -0.443387	 -0.677883	  0.820267	  0.720000	  0.351396	  0.858971	 -0.372411	 -0.561319	  0.511652	  0.650487	  0.749294	 -0.019537	  0.661949	 7.15827e+13	-1.54569e+14	    275930	 1.07276e+09	  0.064182	  0.008082	 -0.414417	  0.051032	 -0.908655	  0.569281	  0.333135	  0.581564	  0.761501	 -0.286182	  0.813042	 -0.532265	  0.235918	 -0.027327	  0.369879	  0.928678	 4.44678e+12	-1.66989e+13
2.828000	         0	        -1	       144	 1.07676e+11	   6529608	  30179.60552686	  29629.67133411	  31313.90974442	  -46.68	   61.38	   64.89	    123.19	     94.81	  57.62157	   0.03801	  22.78218	  122.95	  169.718699	  135.93	  0.058644	    0.040087	     -0.2958	    -0.08428	     -0.9515	  0.859978	  0.728282	  0.273054	  0.933631	 -0.231895	  0.937063	 -0.203604	  0.283651	 -0.217610	  0.294753	  0.930466	  173.84	    38	1.000000	 9.94714e+14	-1.35672e+15	-2.26011e+14	       44443	     3.68746	  -68.33	  105.16	   55.55	       30.179601	       29.629646	       31.313882	       30198.235	       29640.089	       31305.944	   2434589	 1.22678e+10	  0.068820	  0.021181	 -0.602206	 -0.394992	 -0.693779	  0.790594	  0.693567	  0.310795	  0.877754	 -0.364628	 -0.506550	  0.477569	  0.717869	  0.804247	 -0.038408	  0.593052	 8.37127e+13	-1.57101e+14	    275339	 1.07347e+09	  0.062122	  0.007812	 -0.460873	  0.075863	 -0.884218	  0.536486	  0.319942	  0.556534	  0.787175	 -0.265752	  0.830072	 -0.513207	  0.218171	 -0.035353	  0.342013	  0.939030	 4.59644e+12	-1.68478e+13
2.852000	         0	        -1	       156	 1.07162e+11	   6518463	  30182.86046942	  29624.61294916	  31311.57834049	  -46.93	   61.07	   64.68	    123.01	     93.09	  72.55030	   0.04231	  23.46258	  123.89	  170.000333	  138.59	  0.059881	    0.039336	     -0.3067	    -0.09703	     -0.9469	  0.852994	  0.732248	  0.268868	  0.930332	 -0.249383	  0.950045	 -0.213550	  0.227619	 -0.158506	  0.298125	  0.941274	  173.91	    38	1.000000	 1.02909e+15	-1.36275e+15	-2.14074e+14	     44791.8	     3.93294	  -95.79	   95.47	   24.80	       30.182855	       29.624636	       31.311543	       30201.148	       29636.204	        31302.54	   2447234	 1.23288e+10	  0.070775	  0.019695	 -0.620369	 -0.356678	 -0.698515	  0.767424	  0.665263	  0.270151	  0.887575	 -0.373134	 -0.455000	  0.459227	  0.762945	  0.848525	 -0.036334	  0.527907	 9.92962e+13	-1.59172e+14	    274864	 1.07441e+09	  0.060483	  0.007589	 -0.495831	  0.076531	 -0.865040	  0.512499	  0.310760	  0.534804	  0.803254	 -0.262236	  0.844920	 -0.504785	  0.176927	 -0.009745	  0.316189	  0.948646	 4.75544e+12	-1.69299e+13
2.876000	         0	        -1	       138	 1.06913e+11	   6518826	  30189.03774426	  29618.32467020	  31308.46242638	  -47.22	   60.82	   64.71	    122.93	     88.70	  65.15723	   0.13620	  22.84189	  125.10	  170.429793	  141.32	  0.061735	    0.039838	     -0.3165	     -0.1153	     -0.9416	  0.832351	  0.727724	  0.188757	  0.947267	 -0.258952	  0.955093	 -0.115752	  0.272762	 -0.228404	  0.298809	  0.926577	  173.97	    38	1.000000	 1.06757e+15	-1.39027e+15	-2.07854e+14	     46221.2	     4.21424	  -24.52	   91.64	  106.13	        30.18911	       29.618279	       31.308357	       30204.679	       29632.015	       31298.992	   2460476	 1.23909e+10	  0.073208	  0.018125	 -0.636937	 -0.335681	 -0.693996	  0.730439	  0.624909	  0.171650	  0.919198	 -0.354416	 -0.347685	  0.393129	  0.851214	  0.921765	 -0.022886	  0.387072	 1.16615e+14	-1.64116e+14	    274692	 1.07699e+09	  0.059155	  0.007478	 -0.514260	  0.031684	 -0.857049	  0.481327	  0.306595	  0.449361	  0.857396	 -0.250892	  0.893171	 -0.425570	  0.145379	 -0.017875	  0.289418	  0.957036	 4.98456e+12	-1.73693e+13
2.900000	         0	        -1	       137	 1.06962e+11	   6536065	  30196.55034017	  29613.14340609	  31304.77296303	  -47.43	   60.51	   64.72	    122.97	     82.86	 107.74239	   0.12863	  21.35181	  126.64	  171.030964	  143.72	  0.062766	    0.040596	     -0.3214	     -0.1318	     -0.9377	  0.822496	  0.723830	  0.070687	  0.961478	 -0.265638	  0.945535	  0.020246	  0.324891	 -0.317754	  0.274136	  0.907679	  174.04	    38	1.000000	 1.10471e+15	 -1.4311e+15	-2.05211e+14	     47806.8	     4.54927	 -120.85	  115.83	   35.47	        30.19666	       29.613113	       31.304712	       30208.454	       29628.172	       31295.373	   2480287	 1.24846e+10	  0.074367	  0.016818	 -0.655754	 -0.333623	 -0.677261	  0.693244	  0.582450	  0.061449	  0.944564	 -0.322527	 -0.206701	  0.328175	  0.921724	  0.976473	  0.010027	  0.215408	 1.31243e+14	-1.71144e+14	    273997	 1.07846e+09	  0.058755	  0.007476	 -0.492349	 -0.032608	 -0.869787	  0.465642	  0.311674	  0.336561	  0.911192	 -0.237604	  0.941065	 -0.316485	  0.119302	 -0.033509	  0.263753	  0.964008	 5.34885e+12	-1.79805e+13
2.925000	         0	        -1	       143	 1.07012e+11	   6567591	  30207.53540701	  29607.93200098	  31300.36144280	  -47.41	   60.31	   64.48	    123.01	     75.74	   1.73178	   0.04942	  19.41575	  128.16	  171.585719	  145.18	  0.064199	    0.042848	     -0.3208	     -0.1552	     -0.9343	  0.805291	  0.701903	 -0.104986	  0.957869	 -0.267330	  0.879769	  0.214791	  0.424113	 -0.463665	  0.190662	  0.865253	  174.11	    38	1.000000	 1.12783e+15	-1.47779e+15	-1.97704e+14	     50308.9	     4.86564	   -5.70	   36.67	   48.76	       30.207567	       29.607925	       31.300324	       30212.822	       29624.466	       31291.663	   2520449	 1.26776e+10	  0.077651	  0.018335	 -0.656893	 -0.340626	 -0.672655	  0.654324	  0.525424	 -0.071761	  0.957421	 -0.279634	  0.010810	  0.281087	  0.959621	  0.997363	  0.065840	 -0.030520	 1.36277e+14	-1.80082e+14	    270926	 1.07303e+09	  0.062454	  0.007946	 -0.446106	 -0.105211	 -0.888774	  0.439767	  0.317724	  0.131747	  0.967777	 -0.214592	  0.983906	 -0.101304	  0.147193	 -0.120711	  0.230530	  0.965549	  5.9148e+12	-1.86319e+13
2.949000	         0	        -1	       147	 1.06878e+11	   6598849	  30214.94355031	  29602.61762330	  31296.13653314	  -47.55	   60.97	   64.12	    122.97	     70.55	  62.96306	   0.10741	  20.05343	  128.73	  172.043341	  146.10	  0.065377	    0.043098	     -0.3195	     -0.1681	     -0.9326	  0.798905	  0.689038	 -0.190054	  0.944461	 -0.268090	  0.853305	  0.293954	  0.430652	 -0.485541	  0.146915	  0.861781	  174.17	    38	1.000000	 1.14067e+15	-1.48349e+15	-1.92144e+14	     49823.5	     4.93055	 -194.88	   83.97	   99.91	       30.214984	       29.602595	        31.29604	       30216.417	       29620.794	       31287.795	   2578782	 1.29609e+10	  0.082500	  0.019849	 -0.678928	 -0.334114	 -0.653777	  0.630243	  0.489130	 -0.147434	  0.958035	 -0.245830	  0.124721	  0.264570	  0.956267	  0.981177	  0.110327	 -0.158494	 1.40629e+14	-1.86293e+14	    258982	 1.02907e+09	  0.067990	  0.008419	 -0.397805	 -0.151911	 -0.904806	  0.431254	  0.317600	  0.005568	  0.979597	 -0.200895	  0.984594	  0.029741	  0.172308	 -0.174767	  0.198759	  0.964340	  5.8301e+12	-1.79255e+13
2.975000	         0	        -1	       140	 1.07524e+11	   6672723	  30224.47772501	  29599.36285645	  31290.18136542	  -47.28	   62.27	   63.64	    123.24	     73.98	  25.92647	   0.10517	  20.03014	  128.80	  172.869102	  147.03	  0.062682	    0.041197	     -0.3021	      -0.168	     -0.9383	  0.805525	  0.686515	 -0.296364	  0.919192	 -0.259336	  0.838923	  0.380322	  0.389311	 -0.456483	  0.102184	  0.883845	  174.23	    38	1.000000	 1.16218e+15	-1.50852e+15	-2.01969e+14	     48903.1	      4.7664	 -157.09	   26.89	  109.66	       30.224551	       29.599351	       31.290107	       30220.749	       29617.851	       31283.435	   2655859	  1.3336e+10	  0.090487	  0.020366	 -0.671499	 -0.317400	 -0.669587	  0.622543	  0.474469	 -0.241903	  0.949570	 -0.199499	  0.231765	  0.256200	  0.938428	  0.942214	  0.180772	 -0.282053	   1.548e+14	-1.95416e+14	    242015	 9.60367e+08	  0.083769	  0.009909	 -0.292835	 -0.152333	 -0.943951	  0.434287	  0.322248	 -0.186699	  0.967256	 -0.171926	  0.952463	  0.221098	  0.209595	 -0.240745	  0.124623	  0.962555	 5.85902e+12	-1.70786e+13
3.000000	         0	        -1	       155	 1.08752e+11	   6720071	  30228.88096825	  29633.59760642	  31284.89101555	  -45.48	   60.48	   63.52	    123.72	     71.69	  49.48181	   0.14034	  12.85545	  131.24	  174.009273	  147.26	  0.050980	    0.037025	     -0.2724	     -0.1493	     -0.9505	  0.945565	  0.780801	 -0.052404	  0.996722	 -0.061641	  0.901989	  0.073733	  0.425416	 -0.428566	  0.033306	  0.902896	  174.30	    38	1.000000	 1.17922e+15	-1.61291e+15	-1.84001e+14	     52257.8	     5.19469	  -23.05	   10.04	   28.82	       30.228871	       29.633471	       31.284832	        30225.03	       29622.831	       31279.017	   2669154	 1.33939e+10	  0.072508	  0.019823	 -0.643778	 -0.390665	 -0.657975	  0.720874	  0.586169	 -0.131513	  0.980571	 -0.145547	  0.398854	  0.186755	  0.897796	  0.907535	  0.060020	 -0.415666	 1.57335e+14	-2.18788e+14	    226081	 8.96136e+08	  0.082416	  0.009709	 -0.272591	 -0.072318	 -0.959408	  0.604234	  0.398389	 -0.273562	  0.961646	 -0.020041	  0.905455	  0.264495	  0.331953	 -0.324522	 -0.072663	  0.943083	 6.29708e+12	-1.77081e+13
3.025000	         0	        -1	       155	 1.08699e+11	   6767394	  30227.57804823	  29627.51221583	  31280.42777728	  -45.48	   60.48	   63.38	    123.72	     70.87	  10.50977	   0.11360	  10.52236	  132.03	  174.468692	  146.21	  0.051121	    0.039101	     -0.2585	      -0.135	     -0.9565	  0.974001	  0.814763	 -0.377577	  0.911976	 -0.160422	  0.842796	  0.410228	  0.348436	 -0.383574	  0.003642	  0.923503	  174.36	    38	1.000000	 1.16182e+15	-1.64541e+15	-1.84888e+14	     54056.7	     5.30811	   43.83	  142.68	   76.82	       30.227644	       29.627586	       31.280483	       30226.608	       29618.456	       31275.158	   2747298	 1.37745e+10	  0.072048	  0.023036	 -0.671286	 -0.370342	 -0.642045	  0.703332	  0.580112	 -0.174789	  0.977622	 -0.117064	  0.313251	  0.167932	  0.934705	  0.933447	  0.126706	 -0.335593	 1.48196e+14	-2.32699e+14	    210412	 8.36617e+08	  0.084798	  0.009778	 -0.226258	 -0.082680	 -0.970552	  0.569855	  0.423147	 -0.523422	  0.851579	 -0.029014	  0.840294	  0.521530	  0.148030	 -0.141191	 -0.053102	  0.988557	 6.08825e+12	-1.70789e+13
3.051000	         0	        -1	       161	 1.08751e+11	   6802711	  30224.53925506	  29620.21380416	  31275.30936410	  -46.10	   60.38	   63.60	    123.75	     71.81	  21.76974	   0.16060	   8.14769	  132.48	  175.030981	  144.66	  0.052060	    0.041305	     -0.2561	     -0.1317	     -0.9576	  0.968401	  0.836925	  0.890930	 -0.353599	  0.284978	  0.347779	  0.934763	  0.072584	 -0.292053	  0.034442	  0.955782	  174.42	    38	1.000000	  1.1379e+15	-1.66189e+15	 -1.8713e+14	     55515.7	     5.31258	   14.16	  147.14	  118.46	        30.22449	        29.62011	       31.275197	        30227.63	       29613.932	       31271.141	   2807719	 1.40665e+10	  0.072407	  0.024967	 -0.709720	 -0.371535	 -0.598548	  0.686050	  0.591763	 -0.207526	  0.974005	 -0.090816	  0.255722	  0.143624	  0.956022	  0.944214	  0.175176	 -0.278880	 1.44295e+14	-2.43262e+14	    191974	 7.61204e+08	  0.086299	  0.009569	 -0.216846	 -0.097412	 -0.971334	  0.539893	  0.412616	  0.745684	 -0.665674	  0.028878	  0.650436	  0.717844	 -0.248259	  0.144530	  0.203906	  0.968263	  5.4546e+12	-1.56894e+13
3.076000	         0	        -1	       148	  1.0846e+11	   6795023	  30224.39016004	  29615.20202749	  31270.82707968	  -46.44	   60.11	   63.70	    123.66	     73.96	   5.74455	   0.10559	   8.08928	  132.24	  175.452897	  143.19	  0.052897	    0.041802	     -0.2642	     -0.1292	     -0.9558	  0.949456	  0.836888	  0.970197	 -0.011416	  0.242048	  0.031208	  0.996457	 -0.078094	 -0.240299	  0.083320	  0.967117	  174.48	    38	1.000000	 1.11193e+15	-1.63266e+15	-1.90728e+14	     54722.4	     5.16783	   45.20	  100.16	  101.85	        30.22444	       29.615293	       31.270806	       30229.388	       29609.951	       31267.238	   2828481	 1.41644e+10	  0.071324	  0.024418	 -0.714507	 -0.369304	 -0.594218	  0.674304	  0.620663	 -0.204522	  0.976396	 -0.069437	  0.386339	  0.145695	  0.910777	  0.899396	  0.159448	 -0.407018	 1.43444e+14	-2.41177e+14	    176557	 6.93518e+08	  0.090054	  0.009102	 -0.207240	 -0.086299	 -0.974476	  0.546256	  0.392059	  0.853817	 -0.520240	  0.018606	  0.492998	  0.796597	 -0.349837	  0.167178	  0.307870	  0.936626	 5.09598e+12	-1.36139e+13
3.103000	         0	        -1	       146	 1.07886e+11	   6767297	  30220.74882857	  29607.72772318	  31265.36067794	  -47.02	   60.07	   63.70	    123.46	     75.92	 104.40572	   0.14521	  10.12065	  131.56	  175.726028	  142.11	  0.055334	    0.042346	     -0.2836	     -0.1137	     -0.9522	  0.911006	  0.820552	  0.977582	  0.134060	  0.162360	 -0.095948	  0.970030	 -0.223237	 -0.187422	  0.202655	  0.961147	  174.54	    38	1.000000	 1.08947e+15	-1.57658e+15	-1.94147e+14	     51368.6	     4.93055	   19.24	  157.24	  129.53	       30.220671	       29.607605	       31.265363	       30230.291	       29605.258	       31263.063	   2827090	 1.41552e+10	  0.068339	  0.021352	 -0.740339	 -0.384666	 -0.551298	  0.704185	  0.649057	 -0.195980	  0.978852	 -0.058656	  0.911557	  0.203903	  0.357055	 -0.361464	 -0.016507	  0.932240	 1.50729e+14	 -2.3192e+14	    172408	 6.77182e+08	  0.096658	  0.009453	 -0.192132	 -0.086140	 -0.977581	  0.537369	  0.342047	  0.952202	 -0.304927	  0.018189	  0.287347	  0.873918	 -0.392044	  0.103649	  0.378532	  0.919767	 4.59442e+12	-1.25499e+13
3.129000	         0	        -1	       144	 1.04309e+11	   6575322	  30260.98184216	  29603.58065386	  31259.28710865	  -46.01	   60.14	   63.38	    122.09	     83.72	  39.67401	   0.11797	  19.72789	  128.38	  174.345655	  141.02	  0.060233	    0.042026	     -0.2261	     -0.1575	     -0.9613	  0.849512	  0.718810	  0.974370	  0.146978	  0.170294	 -0.119366	  0.979479	 -0.162397	 -0.190668	  0.137908	  0.971919	  174.60	    38	1.000000	 1.03722e+15	-1.42241e+15	-1.75548e+14	     47506.7	     4.33139	 -101.76	  -64.05	   22.82	       30.260943	       29.603509	       31.259372	       30241.267	       29602.886	       31259.425	   2770670	 1.38672e+10	  0.117621	  0.026305	 -0.468076	 -0.258225	 -0.845118	  0.858064	  0.636900	 -0.113916	  0.991593	 -0.061366	  0.993390	  0.114564	  0.007127	 -0.014097	  0.060148	  0.998090	 1.63005e+14	-2.02578e+14	    169665	 6.68229e+08	  0.099902	  0.009396	 -0.166435	  0.012502	 -0.985973	  0.543768	  0.299831	  0.998018	  0.057610	  0.025326	 -0.046402	  0.945522	 -0.322234	 -0.042510	  0.320420	  0.946321	 4.47504e+12	-1.14741e+13
3.156000	         0	        -1	       140	 1.02748e+11	   6451929	  30210.19316277	  29621.48522457	  31242.01266430	  -45.57	   55.50	   62.57	    121.50	    107.45	  29.90890	   0.12710	  29.96245	  123.98	  174.177577	  140.08	  0.063146	    0.036327	     -0.1036	     -0.1153	     -0.9879	  0.838691	  0.685076	  0.816203	 -0.480745	  0.320465	  0.485943	  0.871237	  0.069322	 -0.312527	  0.099146	  0.944721	  174.65	    38	1.000000	 1.00813e+15	-1.26512e+15	-2.26915e+14	     40422.1	      2.9622	  -75.68	  101.22	   -8.68	       30.210285	       29.621505	       31.241927	       30232.159	       29603.153	        31250.91	   2698607	 1.35055e+10	  0.087457	  0.018328	 -0.621093	 -0.544330	 -0.563869	  0.687913	  0.499119	 -0.470814	  0.837664	 -0.276865	  0.786939	  0.540611	  0.297434	 -0.398826	  0.077840	  0.913717	 1.43771e+14	-1.77874e+14	    166419	  6.5679e+08	  0.112057	  0.008712	 -0.117872	 -0.114396	 -0.986418	  0.515723	  0.213040	  0.831393	 -0.489450	  0.263106	  0.547922	  0.800933	 -0.241430	 -0.092562	  0.344884	  0.934070	 4.36551e+12	-9.05925e+12
3.183000	         0	        -1	       135	 1.03043e+11	   6468143	  30216.06205515	  29616.03903793	  31243.31547498	  -45.80	   55.23	   62.24	    121.63	    105.47	  31.04386	   0.07301	  26.15230	  124.55	  174.906001	  139.17	  0.060825	    0.037869	     -0.1701	    -0.09533	     -0.9808	  0.907930	  0.726733	  0.830559	 -0.492458	  0.260110	  0.500269	  0.864939	  0.040150	 -0.244752	  0.096778	  0.964744	  174.71	    38	1.000000	 9.97875e+14	-1.30225e+15	-2.16489e+14	     41341.9	     2.98384	 -109.04	   92.71	  -40.80	       30.216054	       29.616045	       31.243243	       30235.533	       29599.348	       31248.439	   2706997	 1.35428e+10	  0.079411	  0.017486	 -0.642996	 -0.496575	 -0.583069	  0.702255	  0.495245	 -0.408949	  0.892172	 -0.191806	  0.862446	  0.446552	  0.238284	 -0.298242	  0.067976	  0.952067	 1.46935e+14	-1.85009e+14	    163486	 6.48822e+08	  0.113279	  0.008846	 -0.160655	 -0.098719	 -0.982061	  0.642109	  0.229303	  0.891793	 -0.415213	  0.179732	  0.443034	  0.881983	 -0.160709	 -0.091792	  0.222946	  0.970499	 4.54921e+12	 -9.3373e+12
