snum	redshift	ID	hostHalo	numSubStruct	Mvir	npart	Xc	Yc	Zc	VXc	VYc	VZc	Rvir	Rmax	r2	mbp_offset	com_offset	Vmax	v_esc	sigV	lambda	lambdaE	Lx	Ly	Lz	b	c	Eax	Eay	Eaz	Ebx	Eby	Ebz	Ecx	Ecy	Ecz	ovdens	nbins	fMhires	Ekin	Epot	SurfP	Phi0	cNFW	mbp_Vx	mbp_Vy	mbp_Vz	mbp_x	mbp_y	mbp_z	com_x	com_y	com_z	n_gas	M_gas	lambda_gas	lambdaE_gas	Lx_gas	Ly_gas	Lz_gas	b_gas	c_gas	Eax_gas	Eay_gas	Eaz_gas	Ebx_gas	Eby_gas	Ebz_gas	Ecx_gas	Ecy_gas	Ecz_gas	Ekin_gas	Epot_gas	n_star	M_star	lambda_star	lambdaE_star	Lx_star	Ly_star	Lz_star	b_star	c_star	Eax_star	Eay_star	Eaz_star	Ebx_star	Eby_star	Ebz_star	Ecx_star	Ecy_star	Ecz_star	Ekin_star	Epot_star	Rstar0.5	Rstar0.75	Rstar0.9	Rstar0.95	Rstar0.99	cAnalytic	sRstar0.5
564	0.0449251	0	-1	253	2.0234e+11	10253230	29132.5061787	28442.1550755	26738.476314	-2.49	-28.32	-142.79	121.37	42.37	1.36833	2.65452	12.02357	98.1	122.394465	102.59	0.056233	0.05576	0.2174	0.1487	0.9647	0.785499	0.730675	0.093513	0.397873	0.912662	0.978793	0.131072	-0.157429	-0.182261	0.908029	-0.377178	106.39	39	0.999984	1.06456e+15	-1.8094e+15	-1.20387e+14	44768.4	7.45181	-37.82	-19.17	-355.91	29.132202	28.442241	26.735841	29125.907	28444.055	26748.346	2296336	11875100000.0	0.048082	0.013821	0.45456	-0.090468	0.88611	0.733961	0.654468	-0.033726	0.467265	0.883474	-0.756603	0.565632	-0.328042	0.653004	0.679503	-0.334458	5.58267e+13	-1.18423e+14	880006	3214290000.0	0.016613	0.004088	0.279036	-0.586592	0.760295	0.322992	0.219779	-0.086632	0.488986	0.867979	0.993926	-0.016926	0.108738	0.067863	0.872128	-0.484549	1.02924e+13	-5.61657e+13	3.56951059265	6.0807629604	9.52371617642	12.5876775514	16.6649111905	12.2007143775	3.75768911779
563	0.0466667	0	-1	262	2.0234e+11	10252656	29132.6103984	28442.6249501	26741.0147596	-2.47	-28.26	-142.75	121.45	42.64	3.66633	0.77184	12.0143	98.22	122.463537	102.85	0.056372	0.055782	0.2173	0.1451	0.9653	0.785466	0.730762	0.102784	0.397001	0.912045	0.976779	0.132999	-0.167972	-0.187986	0.908131	-0.374112	106.54	39	0.999984	1.06998e+15	-1.8127e+15	-1.20006e+14	45262.3	7.47643	-10.47	-42.26	-158.52	29.133356	28.442621	26.741216	29125.995	28444.554	26750.857	2297630	11879400000.0	0.048055	0.013808	0.452605	-0.087441	0.887414	0.735483	0.655276	-0.027602	0.468701	0.882925	-0.76118	0.562675	-0.322493	0.647953	0.680967	-0.341235	5.58334e+13	-1.18461e+14	876705	3200770000.0	0.016559	0.004061	0.260571	-0.591593	0.762968	0.324267	0.221543	-0.079017	0.491593	0.867233	0.994087	-0.026141	0.105393	0.074481	0.870433	-0.486621	1.02277e+13	-5.58409e+13	3.49953999056	6.32419719353	9.69088805654	12.7255517599	16.7518162362	12.1814486659	3.79171566616
562	0.048414	0	-1	267	2.0234e+11	10252005	29132.6379894	28443.0745643	26743.5018494	-2.44	-28.22	-142.72	121.53	42.45	1.14122	1.27526	11.99968	98.37	122.531532	103.12	0.056477	0.055759	0.2177	0.1409	0.9658	0.785264	0.730776	0.112111	0.395784	0.911475	0.975711	0.129879	-0.176409	-0.188201	0.909113	-0.37161	106.69	39	0.999984	1.07588e+15	-1.81614e+15	-1.19638e+14	45392.3	7.51523	-36.21	-49.26	-170.08	29.133784	28.443343	26.743992	29126.075	28445.051	26753.352	2299237	11885300000.0	0.04806	0.013771	0.450591	-0.086359	0.888544	0.736969	0.656166	-0.020766	0.470029	0.882406	-0.76482	0.560967	-0.316807	0.64391	0.681461	-0.347839	5.59022e+13	-1.18255e+14	873243	3186440000.0	0.016479	0.004024	0.241887	-0.597051	0.764867	0.324959	0.223594	-0.070313	0.493937	0.86665	0.994284	-0.035274	0.100772	0.080345	0.868782	-0.488633	1.01638e+13	-5.54456e+13	3.50188800462	6.51260797658	9.82911637942	12.7896759737	16.7955508186	12.1621949602	3.82931903141
561	0.0501672	0	-1	280	2.0234e+11	10250427	29132.7466812	28443.566804	26745.9290198	-2.41	-28.18	-142.7	121.61	55.8	4.25685	1.97963	12.06622	97.84	122.5965	103.42	0.056579	0.055695	0.2182	0.1376	0.9662	0.785562	0.730564	0.119979	0.39361	0.911415	0.973615	0.132847	-0.18554	-0.194109	0.909628	-0.367285	106.84	39	0.999983	1.08202e+15	-1.81873e+15	-1.18767e+14	45036.3	7.28318	-55.44	48.34	-215.79	29.134687	28.4435	26.745543	29126.159	28445.555	26755.841	2299376	11884100000.0	0.048057	0.013697	0.447899	-0.084116	0.890119	0.738456	0.657331	-0.01507	0.470952	0.88203	-0.768665	0.558706	-0.31145	0.639474	0.682679	-0.353585	5.61663e+13	-1.17924e+14	870948	3177440000.0	0.016323	0.00398	0.219649	-0.600182	0.769114	0.326101	0.226379	-0.062624	0.495397	0.866407	0.994793	-0.03895	0.094174	0.0804	0.867793	-0.490378	9.87602e+12	-5.50683e+13	3.67148680334	6.61895049723	9.95641274174	12.8422187174	16.885428697	12.1430385195	3.86442431715
560	0.0519263	0	-1	267	2.02332e+11	10248459	29132.8170135	28443.9493741	26748.4930647	-2.39	-28.13	-142.67	121.68	56.46	4.18379	1.35414	12.04329	97.95	122.659275	103.72	0.056681	0.055629	0.2195	0.1344	0.9663	0.786032	0.730552	0.129396	0.393146	0.910326	0.972541	0.128777	-0.193855	-0.193443	0.910414	-0.365687	107.0	39	0.999983	1.08838e+15	-1.8214e+15	-1.16955e+14	44804.4	7.30631	-42.24	46.27	-182.51	29.133915	28.444078	26.747711	29126.23	28446.047	26758.355	2299362	11881200000.0	0.048079	0.01358	0.44537	-0.078657	0.891885	0.740829	0.659062	-0.009095	0.473379	0.880812	-0.770728	0.557893	-0.30779	0.6371	0.681666	-0.359772	5.65214e+13	-1.17236e+14	868908	3170770000.0	0.016265	0.003959	0.199043	-0.602446	0.772943	0.326942	0.229169	-0.054359	0.49843	0.865224	0.995042	-0.045231	0.088571	0.083282	0.865749	-0.4935	9.44639e+12	-5.45284e+13	3.8683044253	6.6989629325	10.1682212642	13.0941583888	17.2000143706	12.1239418296	3.88845270866
559	0.0536913	0	-1	258	2.02296e+11	10245096	29132.7594027	28444.3395225	26751.0552487	-2.35	-28.09	-142.65	121.75	56.21	1.46235	1.93842	11.95675	98.11	122.716216	104.02	0.056724	0.055531	0.2207	0.131	0.9665	0.785769	0.730464	0.140294	0.392305	0.909074	0.971112	0.124479	-0.203586	-0.193029	0.911374	-0.363508	107.15	39	0.999983	1.09449e+15	-1.82439e+15	-1.14403e+14	43244.6	7.35108	-44.11	-4.6	-235.54	29.134502	28.443581	26.751436	29126.286	28446.539	26760.865	2300509	11886800000.0	0.047924	0.013424	0.441388	-0.073548	0.894297	0.742825	0.660847	-0.001565	0.475572	0.879676	-0.772205	0.558347	-0.303228	0.635371	0.679765	-0.366365	5.65022e+13	-1.16254e+14	865341	3153620000.0	0.016375	0.003964	0.17924	-0.606323	0.774755	0.326756	0.232028	-0.044332	0.501265	0.864157	0.995402	-0.051353	0.080853	0.084906	0.863769	-0.496684	9.07569e+12	-5.37088e+13	4.0790618894	6.81580523998	10.5722503492	13.7678229988	17.2988654292	12.1049980736	3.90726386288
558	0.0554622	0	-1	261	2.02206e+11	10239397	29132.5684495	28444.6951451	26753.6721214	-2.3	-28.05	-142.64	121.81	45.83	8.22352	3.32437	11.78532	98.75	122.762952	104.38	0.056693	0.055403	0.2217	0.127	0.9668	0.784298	0.730302	0.152553	0.391702	0.907357	0.971183	0.110693	-0.21107	-0.183115	0.913409	-0.363528	107.3	39	0.999983	1.1016e+15	-1.82915e+15	-1.13137e+14	42329.1	7.59134	-36.82	-40.32	-224.54	29.135292	28.444057	26.755469	29126.317	28447.019	26763.389	2298202	11873700000.0	0.047806	0.013246	0.435115	-0.071074	0.897565	0.744942	0.662863	0.00729	0.478017	0.87832	-0.771141	0.561875	-0.299395	0.636622	0.675127	-0.372715	5.67634e+13	-1.1525e+14	864805	3152830000.0	0.016455	0.003983	0.162569	-0.60992	0.775608	0.325974	0.234741	-0.032203	0.504598	0.862754	0.995577	-0.060026	0.072268	0.088254	0.861265	-0.500433	8.83858e+12	-5.34826e+13	4.18978814221	6.80034690967	10.6170383873	13.71886392	16.8406901441	12.0863682061	3.92546482751
557	0.0572391	0	-1	268	2.02153e+11	10235115	29131.9407834	28444.9865385	26756.3077365	-2.25	-28.02	-142.63	121.88	45.57	7.23563	0.90823	11.42015	98.99	122.817107	104.77	0.056604	0.055342	0.2232	0.1201	0.9673	0.780904	0.730371	0.169549	0.390979	0.904648	0.970032	0.095902	-0.223251	-0.174044	0.915389	-0.363002	107.45	39	0.999983	1.10939e+15	-1.83806e+15	-1.112e+14	41944.6	7.67416	51.01	20.79	-108.65	29.131092	28.445286	26.756427	29126.293	28447.492	26765.912	2295990	11861200000.0	0.047667	0.013144	0.426503	-0.077085	0.901195	0.746722	0.664928	0.02129	0.48069	0.876632	-0.766642	0.570659	-0.294294	0.641722	0.665797	-0.380666	5.68109e+13	-1.14775e+14	864253	3152020000.0	0.016595	0.004019	0.153231	-0.616295	0.772464	0.323765	0.236793	-0.013829	0.508468	0.86097	0.994997	-0.078203	0.062167	0.09894	0.857522	-0.504843	8.79113e+12	-5.35082e+13	4.32866002908	6.7574463419	10.5489651394	12.9274863207	16.8109623687	12.067486375	3.94837096568
556	0.0590219	0	-1	266	2.02081e+11	10230284	29131.3901221	28445.1420073	26758.9768014	-2.2	-27.99	-142.62	121.94	49.35	2.73427	1.31049	11.12454	98.99	122.86768	105.19	0.056587	0.055317	0.2262	0.1136	0.9674	0.778309	0.730376	0.18538	0.391963	0.90111	0.969276	0.077931	-0.233302	-0.16167	0.916674	-0.365474	107.6	39	0.999983	1.11791e+15	-1.84669e+15	-1.1045e+14	41825.6	7.65551	41.39	25.45	-110.45	29.130288	28.444866	26.758323	29126.271	28447.956	26768.444	2293845	11849000000.0	0.047789	0.01311	0.420623	-0.085069	0.903238	0.748381	0.666808	0.033608	0.485119	0.873802	-0.761582	0.578592	-0.291932	0.647197	0.655661	-0.388903	5.714e+13	-1.14537e+14	863829	3151800000.0	0.016817	0.004077	0.149001	-0.617947	0.771971	0.322665	0.237883	0.00404	0.513737	0.857938	0.994465	-0.092138	0.05049	0.104987	0.852986	-0.511266	8.83581e+12	-5.36562e+13	4.45181918818	6.72583898677	10.068031425	12.7086994442	16.7874319607	12.0487014901	3.97126308019
555	0.0608108	0	-1	258	2.02e+11	10224345	29131.3406111	28445.5258585	26761.6404543	-2.17	-27.96	-142.6	122.0	50.3	5.58486	2.36091	10.99748	99.07	122.917333	105.61	0.056602	0.055248	0.2279	0.111	0.9673	0.779406	0.730868	0.196728	0.391179	0.899042	0.967143	0.073182	-0.243472	-0.161035	0.9174	-0.363929	107.75	39	0.999983	1.12645e+15	-1.85332e+15	-1.09278e+14	41661.0	7.67118	24.59	17.22	-120.4	29.129697	28.444493	26.760296	29126.313	28448.446	26770.975	2290615	11830700000.0	0.047722	0.013001	0.413523	-0.082257	0.90677	0.751177	0.669782	0.040774	0.487547	0.872144	-0.760856	0.580925	-0.289178	0.647638	0.651786	-0.394639	5.77541e+13	-1.14381e+14	863521	3152420000.0	0.016955	0.004118	0.147355	-0.614972	0.774658	0.322915	0.23909	0.015419	0.516698	0.856029	0.993704	-0.102934	0.044232	0.110969	0.849957	-0.515032	8.99247e+12	-5.40037e+13	4.39239234168	6.58231959896	9.88177769802	12.6319783144	16.8015390316	12.0299495328	3.99355668279
554	0.0626058	0	-1	257	2.01929e+11	10219108	29131.1918854	28446.0172573	26764.2861197	-2.13	-27.92	-142.6	122.06	48.93	3.79466	6.21911	10.83015	99.28	122.968716	106.08	0.05654	0.05509	0.229	0.1078	0.9674	0.780591	0.731569	0.209792	0.388652	0.897183	0.963951	0.071379	-0.256326	-0.163662	0.918616	-0.359667	107.91	39	0.999983	1.13621e+15	-1.86088e+15	-1.07743e+14	41985.4	7.73983	19.65	-40.15	-149.31	29.135797	28.447147	26.76831	29126.334	28448.946	26773.512	2287801	11814100000.0	0.047506	0.012769	0.400617	-0.08145	0.912618	0.754	0.673453	0.04965	0.488515	0.871142	-0.75973	0.584665	-0.284566	0.648341	0.647703	-0.400168	5.94516e+13	-1.14596e+14	863134	3152720000.0	0.017064	0.004151	0.148191	-0.613569	0.775611	0.324294	0.240148	0.02891	0.518338	0.854687	0.992432	-0.116975	0.037372	0.119348	0.847138	-0.517796	9.2836e+12	-5.44564e+13	4.31663194225	6.35245424684	9.83220038431	12.5728253162	16.8180104056	12.0111134041	4.01837079358
553	0.0644068	0	-1	254	2.01797e+11	10211228	29131.3974518	28447.1514761	26766.5657224	-2.11	-27.9	-142.59	122.11	48.72	3.07794	5.80895	10.93216	99.32	123.008554	106.57	0.056447	0.054744	0.2238	0.1075	0.9687	0.783665	0.732498	0.217527	0.377653	0.900034	0.9555	0.10585	-0.275347	-0.199254	0.919877	-0.337822	108.06	39	0.999983	1.14591e+15	-1.86385e+15	-1.04975e+14	41937.9	7.74505	37.06	-35.23	-136.61	29.135334	28.447811	26.770786	29126.412	28449.514	26776.004	2284442	11793800000.0	0.046804	0.012298	0.379883	-0.073775	0.922088	0.756551	0.677846	0.0559	0.481886	0.874449	-0.76619	0.582261	-0.27189	0.640178	0.654796	-0.401765	6.20069e+13	-1.14705e+14	862891	3153930000.0	0.0172	0.004164	0.131889	-0.583073	0.801643	0.327623	0.245965	0.038036	0.51159	0.858387	0.993844	-0.108815	0.020814	0.104054	0.852311	-0.51258	9.95574e+12	-5.46867e+13	4.25044367063	6.29875530372	9.91406779029	12.5705619099	16.8291997856	11.9926326116	4.045190759
