snum	redshift	ID	hostHalo	numSubStruct	Mvir	npart	Xc	Yc	Zc	VXc	VYc	VZc	Rvir	Rmax	r2	mbp_offset	com_offset	Vmax	v_esc	sigV	lambda	lambdaE	Lx	Ly	Lz	b	c	Eax	Eay	Eaz	Ebx	Eby	Ebz	Ecx	Ecy	Ecz	ovdens	nbins	fMhires	Ekin	Epot	SurfP	Phi0	cNFW	mbp_Vx	mbp_Vy	mbp_Vz	mbp_x	mbp_y	mbp_z	com_x	com_y	com_z	n_gas	M_gas	lambda_gas	lambdaE_gas	Lx_gas	Ly_gas	Lz_gas	b_gas	c_gas	Eax_gas	Eay_gas	Eaz_gas	Ebx_gas	Eby_gas	Ebz_gas	Ecx_gas	Ecy_gas	Ecz_gas	Ekin_gas	Epot_gas	n_star	M_star	lambda_star	lambdaE_star	Lx_star	Ly_star	Lz_star	b_star	c_star	Eax_star	Eay_star	Eaz_star	Ebx_star	Eby_star	Ebz_star	Ecx_star	Ecy_star	Ecz_star	Ekin_star	Epot_star	Rstar0.5	Rstar0.75	Rstar0.9	Rstar0.95	Rstar0.99	cAnalytic	sRstar0.5
344	0.64829397	0	-1	73	46117700000.0	2342002	31925.2089628	27069.806467	28938.8958402	146.77	-154.18	-31.39	83.63	33.22	77.99599	0.03198	7.55526	71.22	88.421012	75.33	0.051075	0.047461	-0.466	-0.8238	-0.3227	0.864332	0.76009	-0.431821	-0.130361	0.892489	-0.517465	0.846264	-0.12676	0.738757	0.516569	0.432891	146.13	35	1.0	1.30838e+14	-2.08672e+14	-1.39464e+13	21024.2	7.6473	105.62	-165.61	8.16	31.925235	27.069821	28.938907	31921.076	27074.627	28942.991	683969	3361750000.0	0.049215	0.017622	-0.193024	-0.981183	0.004752	0.855603	0.832496	0.616315	-0.379535	-0.690007	0.69205	-0.157093	0.704548	0.375796	0.911743	-0.165838	7.09248e+12	-1.86483e+13	48246	174906000.0	0.009417	0.001058	-0.293268	-0.889569	-0.350229	0.213524	0.186882	0.729274	-0.339355	-0.594136	-0.045569	0.842321	-0.537046	0.682703	0.418728	0.598819	2.34544e+11	-1.3731e+12	2.15791118649	3.87412380467	6.487389921	7.95067342728	10.1114562582	8.86966811291	3.84782371743
343	0.65263158	0	-1	71	45985600000.0	2334983	31921.56741	27075.0823755	28938.7128013	146.72	-154.22	-31.3	83.59	33.54	12.1282	0.05365	8.1242	70.86	88.432689	74.88	0.051743	0.047759	-0.4652	-0.8267	-0.3164	0.856294	0.751557	-0.441106	-0.103262	0.891495	0.523324	-0.836586	0.162036	0.72908	0.538016	0.423062	146.32	35	1.0	1.28926e+14	-2.05519e+14	-1.42588e+13	20787.3	7.44062	165.91	-184.08	15.29	31.921614	27.075062	28.938731	31916.809	27079.381	28943.701	682469	3353710000.0	0.049346	0.017417	-0.184881	-0.982694	0.01148	0.840952	0.818117	0.62045	-0.342024	-0.705735	0.70309	-0.15607	0.693762	0.347428	0.92664	-0.14364	7.05045e+12	-1.82509e+13	47273	171095000.0	0.011697	0.001295	-0.164837	-0.9838	-0.070478	0.195916	0.180073	0.72559	-0.302172	-0.618233	0.139144	-0.815441	0.561867	0.673913	0.493708	0.549631	2.08823e+11	-1.31147e+12	2.20936390616	4.16608993814	6.443652033	7.80791838277	10.0319749794	8.84736853412	3.83508423042
342	0.65699208	0	-1	74	45848200000.0	2327465	31917.526208	27080.2619421	28938.7455351	146.67	-154.26	-31.24	83.54	34.69	17.15364	0.05552	8.57723	70.46	88.441268	74.42	0.052623	0.048306	-0.4607	-0.8295	-0.3157	0.849256	0.743406	-0.437898	-0.094004	0.894096	0.534696	-0.826736	0.174954	0.722735	0.554682	0.41229	146.5	35	1.0	1.26958e+14	-2.02504e+14	-1.41899e+13	20288.5	7.21677	171.87	-222.99	-47.28	31.917473	27.080257	28.938759	31912.461	27084.146	28944.475	680804	3344910000.0	0.050271	0.017822	-0.185681	-0.982562	0.009684	0.830571	0.809131	-0.617388	0.312846	0.721775	0.710758	-0.171371	0.682243	0.337128	0.934216	-0.116555	6.52169e+12	-1.77894e+13	46094	166216000.0	0.014748	0.001585	-0.197626	-0.97809	-0.065453	0.183644	0.175474	0.715687	-0.27472	-0.642122	0.046309	0.936034	-0.34885	0.696884	0.219932	0.682629	1.86827e+11	-1.22292e+12	2.74134965637	4.50590382367	6.53129516641	7.79597348341	9.93090904545	8.82516314466	3.82552318864
341	0.6613757	0	-1	67	45734200000.0	2320289	31913.7059421	27086.6364011	28939.3934374	146.58	-154.33	-31.2	83.51	36.35	44.77409	0.10179	8.5526	70.25	88.465671	74.18	0.053712	0.0492	-0.4486	-0.8331	-0.3235	0.842387	0.737745	-0.429084	-0.132766	0.893454	0.586417	-0.793286	0.163748	0.687024	0.594198	0.418243	146.69	35	1.0	1.25831e+14	-2.00908e+14	-1.38024e+13	19125.6	7.08694	111.52	-221.77	-3.66	31.913694	27.086737	28.939385	31908.092	27089.101	28945.356	677649	3329240000.0	0.052179	0.018196	-0.179474	-0.983757	-0.003405	0.828757	0.808182	-0.634819	0.240857	0.734162	0.727009	-0.13557	0.673111	0.261654	0.961046	-0.089043	6.5176e+12	-1.73989e+13	45743	164880000.0	0.017688	0.001908	-0.22554	-0.968195	-0.108305	0.16978	0.163467	0.72642	-0.209961	-0.654393	0.535663	-0.423563	0.73052	0.430558	0.881198	0.195217	1.56223e+11	-1.19781e+12	2.67553205349	4.18361104999	6.14685204066	7.27711548023	10.2053102894	8.80252964324	3.79476624285
340	0.66578251	0	-1	73	45694400000.0	2316340	31904.6790098	27090.1618005	28941.3754744	146.52	-154.22	-31.3	83.52	36.09	12.53673	0.06047	6.49587	70.73	88.53795	74.03	0.052492	0.047483	-0.4764	-0.8253	-0.303	0.857034	0.761478	-0.317377	-0.209292	0.924915	-0.581517	0.813387	-0.015488	0.749072	0.54277	0.379857	146.88	35	1.0	1.25228e+14	-1.985e+14	-1.30982e+13	16387.1	7.32273	107.7	-127.72	54.99	31.904621	27.090174	28.941364	31903.058	27093.697	28946.579	674795	3315060000.0	0.052367	0.017656	-0.222676	-0.974685	-0.020135	0.857484	0.838411	-0.525704	0.30628	0.793617	0.777903	-0.204444	0.594196	0.34424	0.929729	-0.130779	6.63996e+12	-1.68194e+13	45600	164526000.0	0.021092	0.002112	-0.396429	-0.845383	-0.358012	0.282884	0.181199	0.669913	-0.241043	-0.702221	0.542458	0.804687	0.241284	0.506909	-0.542565	0.669826	1.65861e+11	-1.06334e+12	6.35307375085	7.60030383685	8.9183320606	9.82276575361	11.5492996436	8.77854685556	3.45129555575
339	0.67021281	0	-1	63	45432300000.0	2303353	31905.7540777	27098.2371261	28940.5463411	146.42	-154.42	-31.09	83.4	41.74	3.09773	0.06128	9.19582	69.73	88.466558	74.0	0.056503	0.050713	-0.4375	-0.8299	-0.3463	0.83534	0.728396	-0.409852	-0.197283	0.890562	0.640598	-0.757292	0.127054	0.64935	0.622566	0.436756	147.07	35	1.0	1.24387e+14	-1.95993e+14	-1.36411e+13	18901.4	6.80266	153.95	-126.16	-57.06	31.905743	27.09828	28.940589	31899.324	27098.845	28947.092	671256	3297440000.0	0.056878	0.019014	-0.206306	-0.976653	-0.059886	0.820353	0.805333	-0.648779	0.135943	0.748736	0.733422	-0.150671	0.662865	0.202924	0.979192	-0.001951	6.74567e+12	-1.66798e+13	45370	163819000.0	0.022904	0.002429	-0.249263	-0.946082	-0.206875	0.157292	0.15197	0.726376	-0.127218	-0.675421	0.609845	0.572508	0.548018	-0.316966	0.809969	-0.493439	1.58836e+11	-1.15895e+12	2.55092315746	4.06412235805	5.9391667553	7.53455396583	10.8830044982	8.7586015259	3.38409869402
338	0.6746667	0	-1	65	45270700000.0	2294005	31901.6786198	27104.1196072	28940.1263249	146.38	-154.47	-31.03	83.33	45.29	0.8211	0.0572	10.24226	69.21	88.460766	73.92	0.058472	0.051553	-0.4398	-0.8241	-0.3571	0.823952	0.717102	-0.398467	-0.224428	0.889301	0.647645	-0.755411	0.099549	0.649447	0.615618	0.446356	147.25	35	1.0	1.2369e+14	-1.92533e+14	-1.38017e+13	18877.2	6.52434	131.82	-164.23	-20.81	31.901689	27.104169	28.940153	31894.922	27103.74	28947.814	667577	3279010000.0	0.060346	0.019518	-0.228128	-0.968624	-0.098612	0.806137	0.795368	-0.631327	0.069699	0.772379	0.719405	-0.319315	0.616842	0.289626	0.945082	0.15145	7.02585e+12	-1.62902e+13	45080	162906000.0	0.025182	0.002641	-0.23464	-0.942779	-0.236878	0.150637	0.13739	0.708463	-0.08412	-0.700717	0.343845	0.908203	0.238617	0.61632	-0.409989	0.672353	1.64505e+11	-1.13834e+12	2.34990104092	4.05492753521	6.15932784816	7.83208623483	11.0492315575	8.73682886521	2.95451717794
337	0.67914438	0	-1	65	45130200000.0	2285763	31897.3867195	27109.6560189	28940.4043104	146.32	-154.5	-30.99	83.28	47.24	16.24427	0.06241	10.81638	68.85	88.468305	73.79	0.060139	0.052384	-0.443	-0.8179	-0.3671	0.819456	0.710691	-0.379603	-0.258029	0.888438	0.657126	-0.751176	0.062606	0.65122	0.607581	0.454706	147.44	35	1.0	1.22865e+14	-1.89862e+14	-1.38112e+13	19059.9	6.32288	155.3	-203.24	-48.86	31.897336	27.109666	28.940439	31890.483	27108.6	28948.663	664410	3262950000.0	0.063633	0.02014	-0.248144	-0.960046	-0.129371	0.800343	0.790757	-0.617064	0.023142	0.786572	0.667115	-0.514761	0.538496	0.417359	0.857021	0.302202	7.20737e+12	-1.6053e+13	44654	161445000.0	0.027179	0.002812	-0.243953	-0.932513	-0.266281	0.148318	0.130035	-0.696372	0.056873	0.715424	0.272638	0.943087	0.190407	0.663878	-0.327646	0.672245	1.67669e+11	-1.1129e+12	2.31642742373	4.11112043798	6.35961628179	8.24281322327	11.2118928982	8.71467046204	2.70996466508
336	0.68364608	0	-1	67	44991600000.0	2278435	31893.1989218	27115.0852014	28940.9194204	146.26	-154.53	-30.93	83.24	50.15	25.79595	0.12297	11.32583	68.44	88.476605	73.57	0.061829	0.053349	-0.4445	-0.8118	-0.3786	0.816805	0.705118	-0.36347	-0.292554	0.884478	0.666773	-0.744747	0.02767	0.650617	0.599803	0.465761	147.63	35	1.0	1.21744e+14	-1.87295e+14	-1.37921e+13	19030.7	6.10052	136.86	-107.22	41.99	31.893163	27.115126	28.94103	31886.045	27113.455	28949.547	662520	3253060000.0	0.06688	0.021092	-0.269033	-0.95008	-0.158016	0.796122	0.786605	-0.607697	-0.017919	0.793967	0.625255	-0.627199	0.464411	0.489653	0.778653	0.39235	7.10035e+12	-1.58574e+13	43990	159078000.0	0.028626	0.002914	-0.235218	-0.928336	-0.287864	0.151521	0.127402	-0.689141	0.03419	0.72382	0.310908	0.916222	0.252734	0.654539	-0.39921	0.642036	1.63698e+11	-1.07581e+12	2.4073698824	4.35389981184	6.72799747965	8.70325652926	11.3596368898	8.69247574419	2.70824921697
335	0.68817198	0	-1	68	44845400000.0	2271100	31888.6364089	27119.7908127	28940.7483488	146.21	-154.55	-30.85	83.18	53.15	29.43151	0.04965	11.99548	67.97	88.479337	73.27	0.063701	0.054686	-0.4595	-0.803	-0.3795	0.812435	0.694662	-0.341555	-0.302517	0.889845	-0.656614	0.754214	0.004375	0.672457	0.582791	0.456243	147.81	35	1.0	1.20372e+14	-1.85056e+14	-1.38671e+13	18437.9	5.84534	109.06	-151.19	-27.45	31.88866	27.119801	28.940791	31881.583	27118.223	28950.324	661389	3246670000.0	0.069643	0.022156	-0.291912	-0.942459	-0.162967	0.787738	0.775828	-0.57729	-0.028343	0.816047	-0.560499	0.74051	-0.37079	0.593782	0.671447	0.443376	6.78126e+12	-1.56642e+13	42913	154878000.0	0.029789	0.002987	-0.284432	-0.907854	-0.308057	0.142245	0.124621	-0.665696	0.034557	0.745423	0.254264	0.949655	0.183044	0.701569	-0.311386	0.640968	1.5302e+11	-1.03542e+12	2.45198415937	4.23753967587	7.00874335361	8.97788005872	11.2789942152	8.67041798835	2.72449663255
