#snum	redshift	ID	hostHalo	numSubStruct	Mvir	npart	Xc	Yc	Zc	VXc	VYc	VZc	Rvir	Rmax	r2	mbp_offset	com_offset	Vmax	v_esc	sigV	lambda	lambdaE	Lx	Ly	Lz	b	c	Eax	Eay	Eaz	Ebx	Eby	Ebz	Ecx	Ecy	Ecz	ovdens	nbins	fMhires	Ekin	Epot	SurfP	Phi0	cNFW	mbp_Vx	mbp_Vy	mbp_Vz	mbp_x	mbp_y	mbp_z	com_x	com_y	com_z	n_gas	M_gas	lambda_gas	lambdaE_gas	Lx_gas	Ly_gas	Lz_gas	b_gas	c_gas	Eax_gas	Eay_gas	Eaz_gas	Ebx_gas	Eby_gas	Ebz_gas	Ecx_gas	Ecy_gas	Ecz_gas	Ekin_gas	Epot_gas	n_star	M_star	lambda_star	lambdaE_star	Lx_star	Ly_star	Lz_star	b_star	c_star	Eax_star	Eay_star	Eaz_star	Ebx_star	Eby_star	Ebz_star	Ecx_star	Ecy_star	Ecz_star	Ekin_star	Epot_star	cAnalytic
279	0.9873417999999999	0	-1	618	3194700000000.0	41570251	49537.13584469	52913.37954403	55632.95587223	-39.74	265.11	467.02	361.86	0.01	0.13005	0.006529999999999999	22.29392	322.0	388.473959	374.6	0.026064	0.030919	-0.6847	0.6748	0.2755	0.978294	0.843784	0.549833	-0.706022	-0.446337	0.755279	0.648438	-0.095295	0.356702	-0.28471199999999997	0.889777	155.24	43	0.992144	2.24149e+17	-3.93764e+17	-2.97503e+16	3025620.0	8.81653	-52.17	281.23	515.88	49.53714	52.913380000000004	55.632961	49548.712999999996	52931.176	55639.759000000005	9960897	237754000000.0	0.08745900000000001	0.001615	-0.393364	0.8808739999999999	-0.263297	0.854883	0.781716	0.900542	0.387388	-0.19736900000000002	-0.26128	0.8450549999999999	0.466492	0.347501	-0.368527	0.862224	1.55163e+16	-1.55574e+16	8491492	185228000000.0	0.016104	0.012532	-0.934262	0.017233000000000002	-0.356171	0.715047	0.411629	0.851389	0.10664000000000001	-0.51358	0.279321	0.736572	0.615988	-0.443978	0.667899	-0.5973229999999999	4.22616e+16	-1.15248e+17	4.786667326572367
278	0.9936508	0	-1	612	3190300000000.0	41527622	49538.43438185	52903.96448603	55615.31406221	-39.95	264.93	466.11	361.84	82.38	0.12825	0.008759999999999999	22.38085	324.17	388.8347	375.09	0.026064999999999998	0.0309	-0.6814	0.6752	0.2825	0.985072	0.849202	0.561757	-0.697234	-0.44530200000000003	0.7458229999999999	0.6597430000000001	-0.092126	0.35801900000000003	-0.280364	0.8906280000000001	155.41	43	0.992266	2.2442e+17	-3.93903e+17	-2.94788e+16	3002000.0	9.0635	-37.93	229.4	500.91	49.538437	52.903962	55.615306000000004	49550.373	52921.530999999995	55622.369000000006	9958811	237721000000.0	0.08712400000000001	0.0020350000000000004	-0.392339	0.881124	-0.263989	0.8518020000000001	0.782066	0.898777	0.394889	-0.190426	-0.271305	0.842189	0.46595200000000003	0.34437399999999996	-0.367124	0.8640760000000001	1.55851e+16	-1.56508e+16	8483424	185045000000.0	0.016141	0.012564	-0.932492	0.019594	-0.360659	0.7045710000000001	0.409323	0.8473799999999999	0.137297	-0.51293	0.266288	0.725858	0.634209	-0.45938900000000005	0.674003	-0.5785170000000001	4.20782e+16	-1.15147e+17	4.774119050964238
277	1.0	0	-1	618	3185190000000.0	41480222	49539.90666141	52894.56586754	55597.53445014	-40.21	264.66	465.34	361.79	0.0	0.14907	0.0038	22.38632	373.98	389.169088	375.79	0.025945	0.030711000000000002	-0.6773	0.6751	0.2925	0.9930379999999999	0.8553149999999999	0.568738	-0.695728	-0.438747	0.741224	0.664747	-0.093265	0.356543	-0.272167	0.893757	155.59	43	0.992375	2.24905e+17	-3.93883e+17	-2.91968e+16	3189380.0	16.3355	-24.27	244.73	433.24	49.539906	52.89456800000001	55.597531999999994	49552.102999999996	52911.847	55604.867	9957414	237691000000.0	0.086983	0.0021379999999999997	-0.389918	0.882143	-0.264175	0.849051	0.782455	0.896913	0.402615	-0.18288800000000002	-0.283634	0.8410790000000001	0.460584	0.33926100000000003	-0.36123099999999997	0.8685700000000001	1.56514e+16	-1.57243e+16	8476270	184889000000.0	0.016124	0.012529	-0.9311200000000001	0.018453	-0.364246	0.695911	0.407769	0.8411620000000001	0.167154	-0.514302	0.25345700000000004	0.71825	0.6479779999999999	-0.47771	0.675408	-0.5617979999999999	4.22148e+16	-1.15035e+17	4.761686499704537
276	1.0063693999999999	0	-1	608	3180740000000.0	41441947	49541.62891257	52885.23447008	55579.92983134	-39.84	263.96	464.44	361.76	0.01	0.09652999999999999	0.00253	22.20524	355.15	389.531243	376.32	0.025745999999999998	0.030456	-0.6744	0.6731	0.3034	0.9985200000000001	0.860458	0.924228	0.24184899999999998	-0.295484	0.139621	-0.9343030000000001	-0.327999	0.355398	-0.26189	0.897277	155.77	43	0.9924870000000001	2.25218e+17	-3.94061e+17	-2.8982e+16	3232560.0	13.3345	-28.95	220.74	494.04	49.541631	52.885234	55.57993100000001	49553.873	52902.175	55587.425	9960686	237772000000.0	0.086677	0.002449	-0.38756999999999997	0.8840600000000001	-0.261205	0.8471	0.7831899999999999	0.8952610000000001	0.408024	-0.178956	-0.293469	0.842247	0.452212	0.33523800000000004	-0.352329	0.8737729999999999	1.57112e+16	-1.58075e+16	8468856	184729000000.0	0.016107	0.012521	-0.931315	0.0015480000000000001	-0.364212	0.6869310000000001	0.405478	0.833461	0.197133	-0.516219	0.240302	0.7119340000000001	0.659852	-0.49759200000000003	0.674009	-0.545998	4.2095e+16	-1.14998e+17	4.749223388747921
275	1.0127796	0	-1	632	3175850000000.0	41400044	49543.2957759	52876.10898577	55562.3973121	-40.35	263.87	463.56	361.71	89.24	0.13992000000000002	0.00778	21.863960000000002	322.25	389.877119	376.97	0.025444	0.030075	-0.6709	0.6759	0.3051	0.9915719999999999	0.8603069999999999	0.8142050000000001	0.557408	-0.162378	0.46164799999999995	-0.791183	-0.401136	0.352067	-0.251646	0.9015120000000001	155.94	43	0.9926159999999999	2.25659e+17	-3.9428e+17	-2.85208e+16	3014290.0	8.69789	-60.12	268.61	477.23	49.5433	52.876115000000006	55.562394999999995	49555.585	52892.529	55569.973	9964676	237872000000.0	0.08648600000000001	0.002493	-0.383206	0.8850969999999999	-0.26411599999999996	0.845211	0.783924	0.8946	0.410491	-0.1766	-0.300682	0.845297	0.44166000000000005	0.330577	-0.342009	0.8796299999999999	1.58081e+16	-1.59084e+16	8460577	184548000000.0	0.016066999999999998	0.012487999999999999	-0.92958	-0.012453	-0.368411	0.677388	0.40244	0.8244450000000001	0.226911	-0.518461	0.22849099999999997	0.704662	0.671746	-0.517767	0.672281	-0.529108	4.19971e+16	-1.14901e+17	4.736838639389104
274	1.0192308	0	-1	629	3169970000000.0	41348748	49545.34640595	52866.79122186	55544.83539721	-39.96	263.27	462.87	361.63	0.0	0.07207999999999999	0.0019399999999999999	21.49899	381.85	390.185218	378.0	0.025222	0.029794	-0.6609	0.6789	0.3199	0.9847549999999999	0.860109	0.774383	0.618804	-0.131961	0.530071	-0.748367	-0.398713	0.34548	-0.238808	0.907532	156.12	43	0.992725	2.26467e+17	-3.94823e+17	-2.79126e+16	3341410.0	17.4742	-47.52	241.66	502.05	49.545348	52.86679300000001	55.544835	49557.499	52882.83	55552.404	9969653	237993000000.0	0.085767	0.002895	-0.380757	0.8869520000000001	-0.26142	0.8443809999999999	0.785008	0.89392	0.41248900000000005	-0.17538399999999998	-0.307751	0.8493059999999999	0.42891599999999996	0.325878	-0.329442	0.8861549999999999	1.58759e+16	-1.60134e+16	8450395	184332000000.0	0.015992	0.012429	-0.928969	-0.015280000000000002	-0.369842	0.669377	0.3989	0.815454	0.26064699999999996	-0.5168149999999999	0.21019000000000002	0.698579	0.683964	-0.5393100000000001	0.666371	-0.5148739999999999	4.20062e+16	-1.14892e+17	4.724606690098763
273	1.0257235	0	-1	645	3163380000000.0	41284775	49547.38164754	52857.66450535	55527.3349468	-39.28	262.21	462.1	361.52	0.01	0.12821	0.0052	21.04734	315.83	390.466181	379.44	0.024957	0.029462000000000002	-0.6487	0.6792	0.3433	0.9784729999999999	0.860246	0.747152	0.654922	-0.113318	0.574855	-0.722326	-0.384432	0.333625	-0.22208699999999998	0.916172	156.29	43	0.992848	2.27729e+17	-3.9576e+17	-2.72438e+16	3086980.0	7.81295	-62.2	223.31	451.5	49.547377000000004	52.857667000000006	55.527335	49559.452000000005	52873.203	55534.809	9970378	238010000000.0	0.084591	0.0031899999999999997	-0.379915	0.889344	-0.254423	0.843986	0.786317	0.8936440000000001	0.413811	-0.17366800000000002	-0.316837	0.855823	0.408879	0.317828	-0.310368	0.895911	1.59605e+16	-1.6132e+16	8435808	184027000000.0	0.015477000000000001	0.012033	-0.9328860000000001	-0.0077209999999999996	-0.360088	0.662938	0.396742	0.8085979999999999	0.302669	-0.504541	0.180176	0.688954	0.702054	-0.560095	0.6585850000000001	-0.502553	4.22152e+16	-1.15099e+17	4.71248829409334
272	1.0322581	0	-1	643	3156110000000.0	41206030	49549.48575709	52848.68493329	55509.90313657	-39.39	261.46	461.26	361.38	86.85	0.10819000000000001	0.008190000000000001	20.46371	327.14	390.72091800000004	380.82	0.024585	0.029012	-0.6311	0.6834	0.36700000000000005	0.9729040000000001	0.860268	0.7092109999999999	0.699405	-0.088617	0.629941	-0.685117	-0.365773	0.31653600000000004	-0.203587	0.9264760000000001	156.46	43	0.992994	2.28858e+17	-3.96609e+17	-2.68548e+16	3016880.0	9.247060000000001	-45.39	222.13	474.44	49.549487	52.848684999999996	55.50989499999999	49561.475	52863.622	55517.108	9965383	237882000000.0	0.083195	0.003114	-0.372256	0.894539	-0.24743800000000002	0.844233	0.78747	0.893186	0.41746700000000003	-0.167154	-0.334148	0.864898	0.374562	0.300938	-0.278699	0.91201	1.60804e+16	-1.62491e+16	8415285	183615000000.0	0.014656	0.011404000000000001	-0.937485	-0.0064010000000000004	-0.347967	0.6579729999999999	0.396692	0.804084	0.35542399999999996	-0.47657299999999997	0.134239	0.6723720000000001	0.7279399999999999	-0.579162	0.6493	-0.492932	4.21893e+16	-1.15117e+17	4.7004786683811375
271	1.038835	0	-1	641	3146470000000.0	41079896	49551.97896089	52839.92340314	55492.53255901	-39.28	260.34	460.33	361.15	74.12	0.08164	0.00875	19.596529999999998	333.17	390.879275	382.53	0.024015	0.028321	-0.6016	0.6905	0.4016	0.9671639999999999	0.859418	0.650324	0.758259	-0.046063	0.705167	-0.625117	-0.334617	0.282521	-0.18512699999999999	0.9412280000000001	156.64	43	0.9931209999999999	2.30215e+17	-3.97361e+17	-2.6288e+16	3002220.0	10.0343	-62.92	214.19	464.58	49.551982	52.839929000000005	55.492526	49563.739	52854.127	55499.163	9962932	237798000000.0	0.081683	0.002921	-0.361033	0.901912	-0.23708800000000002	0.845828	0.788551	0.8923770000000001	0.422599	-0.15834700000000002	-0.354993	0.873974	0.331887	0.278647	-0.239956	0.929934	1.62001e+16	-1.63538e+16	8360226	182589000000.0	0.011807999999999999	0.009184000000000001	-0.9584239999999999	-0.05241799999999999	-0.280491	0.646897	0.416799	0.80829	0.48442700000000005	-0.334661	-0.037714	0.609822	0.791641	-0.587576	0.627254	-0.5111829999999999	4.23342e+16	-1.1503e+17	4.688804069495896
270	1.0454545	0	-1	625	3135380000000.0	40917274	49554.77074648	52831.42012665	55475.43065876	-38.35	259.06	458.98	360.86	0.01	0.13442	0.00335	18.468989999999998	322.53	390.978775	384.08	0.023318000000000002	0.027523000000000002	-0.5627	0.6919	0.4524	0.96206	0.858139	0.590443	0.807045	-0.007379999999999999	0.773053	-0.568154	-0.282116	0.23187399999999997	-0.160868	0.9593520000000001	156.81	43	0.9932540000000001	2.31258e+17	-3.98192e+17	-2.57209e+16	3152360.0	8.61656	-71.81	215.63	433.63	49.554771	52.831423	55.475432	49566.163	52844.763	55481.2	9959396	237670000000.0	0.079282	0.00301	-0.346882	0.9118860000000001	-0.219401	0.8489610000000001	0.7893899999999999	0.8916360000000001	0.42901999999999996	-0.14466400000000001	-0.379294	0.882286	0.278762	0.247229	-0.193684	0.9494020000000001	1.62959e+16	-1.64687e+16	8277051	181039000000.0	0.007441	0.005796	-0.96873	-0.24529299999999998	-0.037324	0.50612	0.426817	0.753447	0.655803	-0.047335	-0.533984	0.652316	0.537907	0.38363800000000003	-0.38000900000000004	0.841674	4.23686e+16	-1.15061e+17	4.677339337582834
